Shipment ID,Order ID,Product ID,Origin Location ID,Destination Location ID,Carrier ID,Planned Ship Date,Actual Ship Date,Planned Delivery Date,Actual Delivery Date,Delivery Status,Quantity Shipped,Transportation Cost,Freight Type,Tracking Number,Reason for Delay
SHIP1478,ORD00197,PROD001,WH002,CUST131_ADDR,CAR003,6/9/25,6/10/25,6/13/25,6/13/25,Delivered,31,1548,Ground,TRK77886,N/A
SHIP1479,ORD00485,PROD004,WH001,CUST188_ADDR,CAR003,6/8/25,6/8/25,6/14/25,6/14/25,Delivered,20,483,LTL,TRK00472,N/A
SHIP1480,ORD01208,PROD004,WH001,CUST160_ADDR,CAR004,6/10/25,6/10/25,6/13/25,6/13/25,Delivered,107,1965,Air,TRK97775,N/A
SHIP1481,ORD05475,PROD002,WH001,CUST146_ADDR,CAR003,6/3/25,6/3/25,6/7/25,6/6/25,Delivered,137,1759,Ground,TRK12918,N/A
SHIP1482,ORD01051,PROD001,WH001,CUST178_ADDR,CAR001,5/19/25,5/19/25,5/23/25,5/24/25,Delayed,73,1620,LTL,TRK22858,Traffic
SHIP1483,ORD05062,PROD004,WH002,CUST176_ADDR,CAR004,6/10/25,6/11/25,6/14/25,6/14/25,Delivered,159,997,LTL,TRK71979,N/A
SHIP1484,ORD05470,PROD005,WH002,CUST198_ADDR,CAR002,5/15/25,5/16/25,5/19/25,5/20/25,Delayed,99,879,Rail,TRK10064,Weather
SHIP1485,ORD03788,PROD005,WH003,CUST155_ADDR,CAR004,5/19/25,5/20/25,5/22/25,5/24/25,Delayed,89,1014,Ground,TRK81634,Weather
SHIP1486,ORD02544,PROD004,WH001,CUST198_ADDR,CAR004,5/23/25,5/24/25,5/28/25,5/30/25,Delayed,155,305,Rail,TRK76407,Mechanical
SHIP1487,ORD05764,PROD003,WH002,CUST163_ADDR,CAR003,5/30/25,5/31/25,6/1/25,6/3/25,Delayed,179,370,Air,TRK73315,Mechanical
SHIP1488,ORD01350,PROD001,WH001,CUST139_ADDR,CAR001,5/30/25,5/30/25,6/3/25,6/2/25,Delivered,26,591,LTL,TRK90586,N/A
SHIP1489,ORD05456,PROD005,WH002,CUST170_ADDR,CAR003,5/17/25,5/18/25,5/19/25,5/19/25,Delivered,163,1288,Rail,TRK58831,N/A
SHIP1490,ORD01514,PROD003,WH003,CUST150_ADDR,CAR003,6/3/25,6/4/25,6/8/25,6/9/25,Delayed,18,1545,Ground,TRK52880,Mechanical
SHIP1491,ORD00747,PROD002,WH003,CUST132_ADDR,CAR003,5/25/25,5/25/25,5/28/25,5/28/25,Delivered,40,849,Ground,TRK03574,N/A
SHIP1492,ORD05230,PROD002,WH001,CUST140_ADDR,CAR001,5/29/25,5/29/25,6/5/25,6/5/25,Delivered,72,1115,LTL,TRK76247,N/A
SHIP1493,ORD03755,PROD004,WH002,CUST145_ADDR,CAR002,6/11/25,6/11/25,6/17/25,6/17/25,Delivered,58,1835,Air,TRK74160,N/A
SHIP1494,ORD02587,PROD005,WH003,CUST193_ADDR,CAR003,5/26/25,5/26/25,6/2/25,6/1/25,Delivered,60,822,LTL,TRK45452,N/A
SHIP1495,ORD01175,PROD002,WH003,CUST149_ADDR,CAR003,5/17/25,5/18/25,5/20/25,5/20/25,Delivered,125,1324,Rail,TRK09569,N/A
SHIP1496,ORD00520,PROD002,WH001,CUST178_ADDR,CAR004,6/9/25,6/10/25,6/11/25,6/11/25,Delivered,111,896,LTL,TRK39652,N/A
SHIP1497,ORD05152,PROD005,WH002,CUST114_ADDR,CAR001,5/19/25,5/20/25,5/21/25,5/22/25,Delayed,126,1277,Rail,TRK36600,Traffic
SHIP1498,ORD03308,PROD001,WH001,CUST103_ADDR,CAR002,6/14/25,6/14/25,6/17/25,6/17/25,Delivered,186,1405,LTL,TRK30732,N/A
SHIP1499,ORD01525,PROD003,WH002,CUST196_ADDR,CAR002,5/23/25,5/23/25,5/25/25,5/25/25,Delivered,108,402,Rail,TRK90555,N/A
SHIP1500,ORD05320,PROD001,WH003,CUST174_ADDR,CAR001,6/2/25,6/2/25,6/4/25,6/4/25,Delivered,151,342,Ground,TRK22887,N/A
SHIP1501,ORD04995,PROD004,WH003,CUST128_ADDR,CAR001,5/30/25,5/31/25,6/1/25,6/1/25,Delivered,145,950,Ground,TRK54074,N/A
SHIP1502,ORD01220,PROD002,WH002,CUST142_ADDR,CAR002,5/15/25,5/15/25,5/17/25,5/17/25,Delivered,195,1798,Rail,TRK90858,N/A
SHIP1503,ORD02856,PROD004,WH003,CUST126_ADDR,CAR004,6/10/25,6/10/25,6/17/25,6/17/25,Delivered,75,853,LTL,TRK23469,N/A
SHIP1504,ORD01167,PROD003,WH003,CUST148_ADDR,CAR001,5/28/25,5/28/25,6/3/25,6/3/25,Delivered,131,1636,Air,TRK08409,N/A
SHIP1505,ORD01756,PROD004,WH002,CUST156_ADDR,CAR004,6/10/25,6/10/25,6/15/25,6/15/25,Delivered,68,1222,Air,TRK36922,N/A
SHIP1506,ORD02739,PROD001,WH002,CUST146_ADDR,CAR002,6/5/25,6/6/25,6/11/25,6/11/25,Delivered,20,1015,LTL,TRK64392,N/A
SHIP1507,ORD03273,PROD002,WH001,CUST104_ADDR,CAR002,6/2/25,6/2/25,6/4/25,6/4/25,Delivered,34,1437,Rail,TRK04392,N/A
SHIP1508,ORD01003,PROD003,WH003,CUST109_ADDR,CAR003,6/10/25,6/10/25,6/14/25,6/14/25,Delivered,56,448,Air,TRK55650,N/A
SHIP1509,ORD00536,PROD004,WH001,CUST184_ADDR,CAR003,6/13/25,6/13/25,6/18/25,6/18/25,Delivered,24,1494,Air,TRK74829,N/A
SHIP1510,ORD00321,PROD005,WH003,CUST128_ADDR,CAR001,5/16/25,5/17/25,5/18/25,5/17/25,Delivered,177,1907,LTL,TRK01468,N/A
SHIP1511,ORD03782,PROD005,WH001,CUST124_ADDR,CAR002,5/17/25,5/17/25,5/23/25,5/24/25,Delayed,134,535,Rail,TRK48040,Customs
SHIP1512,ORD03142,PROD003,WH001,CUST116_ADDR,CAR002,5/19/25,5/19/25,5/24/25,5/23/25,Delivered,43,1609,Air,TRK71060,N/A
SHIP1513,ORD01637,PROD003,WH002,CUST141_ADDR,CAR002,6/7/25,6/7/25,6/14/25,6/13/25,Delivered,144,677,LTL,TRK09361,N/A
SHIP1514,ORD03704,PROD003,WH003,CUST194_ADDR,CAR003,5/24/25,5/25/25,5/28/25,5/30/25,Delayed,41,877,Rail,TRK25196,Customs
SHIP1515,ORD04218,PROD005,WH002,CUST195_ADDR,CAR001,6/9/25,6/9/25,6/16/25,6/16/25,Delivered,86,861,Air,TRK73055,N/A
SHIP1516,ORD04446,PROD002,WH001,CUST116_ADDR,CAR004,5/27/25,5/28/25,6/3/25,6/3/25,Delivered,114,1281,LTL,TRK98404,N/A
SHIP1517,ORD01034,PROD005,WH003,CUST153_ADDR,CAR002,5/19/25,5/19/25,5/26/25,5/26/25,Delivered,153,302,Air,TRK43466,N/A
SHIP1518,ORD02624,PROD005,WH003,CUST106_ADDR,CAR004,6/10/25,6/10/25,6/14/25,6/14/25,Delivered,78,1814,Rail,TRK78564,N/A
SHIP1519,ORD00819,PROD001,WH003,CUST171_ADDR,CAR002,5/24/25,5/25/25,5/26/25,5/26/25,Delivered,90,1077,Air,TRK72184,N/A
SHIP1520,ORD01866,PROD002,WH003,CUST195_ADDR,CAR004,5/24/25,5/24/25,5/29/25,5/29/25,Delivered,144,1429,Ground,TRK48510,N/A
SHIP1521,ORD01368,PROD003,WH002,CUST194_ADDR,CAR004,5/21/25,5/22/25,5/24/25,5/24/25,Delivered,72,1059,Rail,TRK29522,N/A
SHIP1522,ORD05967,PROD001,WH003,CUST147_ADDR,CAR002,6/13/25,6/13/25,6/20/25,6/21/25,Delayed,39,1199,Rail,TRK03204,Mechanical
SHIP1523,ORD05241,PROD003,WH002,CUST151_ADDR,CAR002,5/20/25,5/20/25,5/27/25,5/28/25,Delayed,37,1345,Air,TRK52131,Mechanical
SHIP1524,ORD02231,PROD002,WH003,CUST182_ADDR,CAR004,6/13/25,6/13/25,6/18/25,6/18/25,Delivered,10,1927,Air,TRK85169,N/A
SHIP1525,ORD00775,PROD001,WH002,CUST182_ADDR,CAR001,6/7/25,6/8/25,6/10/25,6/10/25,Delivered,52,499,Ground,TRK92506,N/A
SHIP1526,ORD00845,PROD001,WH001,CUST123_ADDR,CAR003,6/14/25,6/14/25,6/20/25,6/20/25,Delivered,13,1731,Air,TRK22152,N/A
SHIP1527,ORD00829,PROD001,WH001,CUST143_ADDR,CAR002,6/5/25,6/6/25,6/8/25,6/8/25,Delivered,174,334,Air,TRK46694,N/A
SHIP1528,ORD01044,PROD005,WH003,CUST118_ADDR,CAR002,6/13/25,6/13/25,6/18/25,6/17/25,Delivered,183,556,Air,TRK98985,N/A
SHIP1529,ORD01999,PROD001,WH003,CUST136_ADDR,CAR001,6/11/25,6/12/25,6/18/25,6/18/25,Delivered,66,1671,Ground,TRK00451,N/A
SHIP1530,ORD02169,PROD001,WH001,CUST109_ADDR,CAR004,5/21/25,5/21/25,5/24/25,5/24/25,Delivered,118,1299,Rail,TRK85276,N/A
SHIP1531,ORD02744,PROD005,WH001,CUST181_ADDR,CAR002,6/11/25,6/11/25,6/18/25,6/18/25,Delivered,158,1094,Air,TRK90099,N/A
SHIP1532,ORD05979,PROD005,WH002,CUST157_ADDR,CAR004,6/12/25,6/12/25,6/14/25,6/14/25,Delivered,59,1076,Rail,TRK16046,N/A
SHIP1533,ORD01914,PROD005,WH003,CUST119_ADDR,CAR002,6/4/25,6/5/25,6/9/25,6/9/25,Delivered,87,1133,Ground,TRK54102,N/A
SHIP1534,ORD05956,PROD005,WH002,CUST148_ADDR,CAR002,5/21/25,5/22/25,5/25/25,5/25/25,Delivered,185,960,LTL,TRK46558,N/A
SHIP1535,ORD01111,PROD004,WH002,CUST146_ADDR,CAR003,5/24/25,5/25/25,5/31/25,5/31/25,Delivered,50,493,Air,TRK76712,N/A
SHIP1536,ORD00817,PROD003,WH001,CUST190_ADDR,CAR002,5/22/25,5/22/25,5/26/25,5/26/25,Delivered,180,453,Ground,TRK58308,N/A
SHIP1537,ORD00332,PROD004,WH002,CUST152_ADDR,CAR001,6/3/25,6/3/25,6/5/25,6/5/25,Delivered,70,1532,Air,TRK63326,N/A
SHIP1538,ORD03522,PROD005,WH002,CUST174_ADDR,CAR001,5/29/25,5/29/25,6/1/25,6/2/25,Delayed,159,968,Ground,TRK61800,Weather
SHIP1539,ORD01219,PROD004,WH003,CUST197_ADDR,CAR004,6/9/25,6/9/25,6/12/25,6/13/25,Delayed,160,1015,Rail,TRK86300,Traffic
SHIP1540,ORD00367,PROD004,WH001,CUST198_ADDR,CAR003,5/16/25,5/16/25,5/21/25,5/21/25,Delivered,180,795,LTL,TRK67818,N/A
SHIP1541,ORD05700,PROD001,WH003,CUST120_ADDR,CAR004,6/6/25,6/6/25,6/12/25,6/12/25,Delivered,188,622,Ground,TRK73101,N/A
SHIP1542,ORD04077,PROD002,WH003,CUST184_ADDR,CAR004,5/19/25,5/19/25,5/24/25,5/23/25,Delivered,160,853,Rail,TRK68303,N/A
SHIP1543,ORD05776,PROD004,WH002,CUST111_ADDR,CAR004,5/16/25,5/16/25,5/21/25,5/21/25,Delivered,89,459,Air,TRK28765,N/A
SHIP1544,ORD02248,PROD001,WH003,CUST153_ADDR,CAR003,6/8/25,6/8/25,6/14/25,6/14/25,Delivered,12,1767,Air,TRK31077,N/A
SHIP1545,ORD01343,PROD003,WH001,CUST151_ADDR,CAR001,6/7/25,6/7/25,6/10/25,6/10/25,Delivered,192,1583,LTL,TRK01570,N/A
SHIP1546,ORD02560,PROD005,WH002,CUST145_ADDR,CAR003,6/3/25,6/3/25,6/6/25,6/6/25,Delivered,45,455,Air,TRK71632,N/A
SHIP1547,ORD01586,PROD005,WH001,CUST198_ADDR,CAR001,6/4/25,6/5/25,6/6/25,6/7/25,Delayed,117,1611,LTL,TRK43949,Traffic
SHIP1548,ORD01959,PROD004,WH003,CUST174_ADDR,CAR001,6/7/25,6/7/25,6/9/25,6/10/25,Delayed,82,1770,Rail,TRK67801,Traffic
SHIP1549,ORD03913,PROD003,WH001,CUST111_ADDR,CAR004,6/2/25,6/2/25,6/7/25,6/8/25,Delayed,188,1118,Rail,TRK59406,Customs
SHIP1550,ORD02985,PROD004,WH003,CUST168_ADDR,CAR003,5/25/25,5/25/25,5/29/25,5/29/25,Delivered,86,686,Rail,TRK54939,N/A
SHIP1551,ORD02991,PROD005,WH001,CUST141_ADDR,CAR004,6/12/25,6/12/25,6/18/25,6/19/25,Delayed,101,1777,LTL,TRK81488,Traffic
SHIP1552,ORD03424,PROD005,WH001,CUST164_ADDR,CAR002,6/6/25,6/6/25,6/12/25,6/12/25,Delivered,157,612,Air,TRK20590,N/A
SHIP1553,ORD01268,PROD003,WH001,CUST173_ADDR,CAR002,5/20/25,5/20/25,5/24/25,5/26/25,Delayed,121,1927,LTL,TRK87409,Weather
SHIP1554,ORD02266,PROD004,WH001,CUST120_ADDR,CAR004,5/22/25,5/23/25,5/27/25,5/27/25,Delivered,191,735,Air,TRK35960,N/A
SHIP1555,ORD04638,PROD005,WH002,CUST114_ADDR,CAR001,5/19/25,5/20/25,5/22/25,5/22/25,Delivered,41,1060,Rail,TRK34089,N/A
SHIP1556,ORD01603,PROD003,WH001,CUST177_ADDR,CAR004,6/2/25,6/2/25,6/6/25,6/8/25,Delayed,91,554,Ground,TRK67040,Customs
SHIP1557,ORD02901,PROD005,WH002,CUST172_ADDR,CAR004,5/21/25,5/21/25,5/26/25,5/26/25,Delivered,197,713,LTL,TRK02089,N/A
SHIP1558,ORD01380,PROD003,WH001,CUST122_ADDR,CAR001,6/12/25,6/13/25,6/17/25,6/17/25,Delivered,49,1729,LTL,TRK78841,N/A
SHIP1559,ORD02300,PROD004,WH002,CUST107_ADDR,CAR003,5/15/25,5/15/25,5/17/25,5/17/25,Delivered,43,1354,LTL,TRK76764,N/A
SHIP1560,ORD00261,PROD002,WH001,CUST106_ADDR,CAR002,5/17/25,5/18/25,5/22/25,5/22/25,Delivered,82,1256,Air,TRK64274,N/A
SHIP1561,ORD04951,PROD001,WH001,CUST104_ADDR,CAR001,5/19/25,5/20/25,5/22/25,5/22/25,Delivered,144,1026,Rail,TRK59531,N/A
SHIP1562,ORD01192,PROD005,WH001,CUST168_ADDR,CAR004,5/16/25,5/17/25,5/22/25,5/22/25,Delivered,184,629,Ground,TRK20947,N/A
SHIP1563,ORD01521,PROD001,WH002,CUST103_ADDR,CAR001,5/26/25,5/26/25,6/1/25,6/1/25,Delivered,194,473,LTL,TRK39909,N/A
SHIP1564,ORD03650,PROD005,WH001,CUST126_ADDR,CAR002,5/17/25,5/17/25,5/23/25,5/23/25,Delivered,65,1137,LTL,TRK93360,N/A
SHIP1565,ORD03281,PROD004,WH001,CUST180_ADDR,CAR001,6/6/25,6/6/25,6/12/25,6/12/25,Delivered,76,731,Air,TRK67858,N/A
SHIP1566,ORD05702,PROD005,WH003,CUST141_ADDR,CAR004,5/16/25,5/16/25,5/23/25,5/23/25,Delivered,60,828,LTL,TRK84895,N/A
SHIP1567,ORD01066,PROD005,WH001,CUST107_ADDR,CAR003,5/15/25,5/15/25,5/22/25,5/22/25,Delivered,32,1711,Ground,TRK13317,N/A
SHIP1568,ORD00565,PROD002,WH003,CUST182_ADDR,CAR003,5/16/25,5/17/25,5/22/25,5/22/25,Delivered,125,922,Air,TRK02033,N/A
SHIP1569,ORD00529,PROD004,WH002,CUST131_ADDR,CAR004,6/10/25,6/10/25,6/16/25,6/16/25,Delivered,17,1171,Ground,TRK02619,N/A
SHIP1570,ORD03628,PROD003,WH001,CUST126_ADDR,CAR001,5/30/25,5/31/25,6/5/25,6/5/25,Delivered,116,1549,LTL,TRK03595,N/A
SHIP1571,ORD01114,PROD004,WH003,CUST102_ADDR,CAR003,6/7/25,6/8/25,6/9/25,6/9/25,Delivered,92,367,Rail,TRK65213,N/A
SHIP1572,ORD02487,PROD004,WH002,CUST188_ADDR,CAR001,6/10/25,6/10/25,6/13/25,6/13/25,Delivered,126,721,LTL,TRK08774,N/A
SHIP1573,ORD03341,PROD003,WH003,CUST169_ADDR,CAR003,5/28/25,5/28/25,6/2/25,6/2/25,Delivered,152,1556,Air,TRK16772,N/A
SHIP1574,ORD02732,PROD001,WH001,CUST170_ADDR,CAR001,6/7/25,6/8/25,6/11/25,6/11/25,Delivered,28,1620,Air,TRK19114,N/A
SHIP1575,ORD05842,PROD005,WH001,CUST133_ADDR,CAR001,5/27/25,5/27/25,6/2/25,6/3/25,Delayed,200,1476,Air,TRK68347,Customs
SHIP1576,ORD03783,PROD002,WH002,CUST193_ADDR,CAR003,5/23/25,5/24/25,5/27/25,5/27/25,Delivered,121,1914,Rail,TRK70254,N/A
SHIP1577,ORD00105,PROD005,WH001,CUST140_ADDR,CAR002,6/11/25,6/12/25,6/18/25,6/20/25,Delayed,134,599,Air,TRK34966,Customs
SHIP1578,ORD00739,PROD003,WH001,CUST142_ADDR,CAR003,5/25/25,5/25/25,5/29/25,5/28/25,Delivered,151,330,Ground,TRK79232,N/A
SHIP1579,ORD04146,PROD001,WH001,CUST177_ADDR,CAR003,5/26/25,5/26/25,6/2/25,6/2/25,Delivered,128,972,Ground,TRK32067,N/A
SHIP1580,ORD02939,PROD001,WH003,CUST136_ADDR,CAR002,5/22/25,5/22/25,5/29/25,5/29/25,Delivered,71,528,Ground,TRK60307,N/A
SHIP1581,ORD05280,PROD003,WH001,CUST193_ADDR,CAR004,6/6/25,6/6/25,6/13/25,6/13/25,Delivered,82,1164,Air,TRK92291,N/A
SHIP1582,ORD04727,PROD004,WH003,CUST146_ADDR,CAR001,6/7/25,6/8/25,6/12/25,6/13/25,Delayed,174,461,Air,TRK50428,Weather
SHIP1583,ORD05929,PROD004,WH003,CUST193_ADDR,CAR002,5/22/25,5/22/25,5/24/25,5/24/25,Delivered,164,885,Rail,TRK51984,N/A
SHIP1584,ORD05681,PROD002,WH002,CUST187_ADDR,CAR002,5/24/25,5/25/25,5/30/25,5/30/25,Delivered,86,1947,Rail,TRK10918,N/A
SHIP1585,ORD02631,PROD003,WH002,CUST123_ADDR,CAR002,5/27/25,5/27/25,5/31/25,5/31/25,Delivered,122,961,Rail,TRK37169,N/A
SHIP1586,ORD03335,PROD004,WH002,CUST117_ADDR,CAR003,5/18/25,5/19/25,5/23/25,5/23/25,Delivered,192,1295,LTL,TRK18219,N/A
SHIP1587,ORD01561,PROD003,WH002,CUST156_ADDR,CAR004,5/20/25,5/20/25,5/25/25,5/26/25,Delayed,106,1121,Ground,TRK42799,Weather
SHIP1588,ORD02662,PROD003,WH001,CUST180_ADDR,CAR001,5/29/25,5/29/25,6/5/25,6/5/25,Delivered,92,706,Ground,TRK87928,N/A
SHIP1589,ORD03943,PROD005,WH002,CUST126_ADDR,CAR002,5/31/25,5/31/25,6/2/25,6/4/25,Delayed,75,571,Rail,TRK45899,Traffic
SHIP1590,ORD02954,PROD002,WH001,CUST142_ADDR,CAR002,6/6/25,6/6/25,6/8/25,6/7/25,Delivered,123,863,LTL,TRK02495,N/A
SHIP1591,ORD04839,PROD001,WH003,CUST152_ADDR,CAR004,5/26/25,5/27/25,5/30/25,5/29/25,Delivered,157,383,LTL,TRK40651,N/A
SHIP1592,ORD01174,PROD002,WH002,CUST169_ADDR,CAR001,6/11/25,6/12/25,6/15/25,6/17/25,Delayed,73,1275,LTL,TRK47565,Mechanical
SHIP1593,ORD01954,PROD004,WH003,CUST157_ADDR,CAR001,5/18/25,5/18/25,5/22/25,5/21/25,Delivered,40,1607,LTL,TRK35982,N/A
SHIP1594,ORD03533,PROD005,WH001,CUST122_ADDR,CAR004,6/12/25,6/12/25,6/15/25,6/15/25,Delivered,47,1180,Air,TRK09868,N/A
SHIP1595,ORD03002,PROD002,WH001,CUST114_ADDR,CAR001,5/21/25,5/21/25,5/25/25,5/25/25,Delivered,175,1645,LTL,TRK98585,N/A
SHIP1596,ORD00733,PROD003,WH003,CUST138_ADDR,CAR001,5/28/25,5/29/25,6/3/25,6/3/25,Delivered,99,958,Air,TRK07716,N/A
SHIP1597,ORD05406,PROD004,WH003,CUST102_ADDR,CAR002,6/14/25,6/15/25,6/20/25,6/20/25,Delivered,73,613,Ground,TRK28470,N/A
SHIP1598,ORD02135,PROD003,WH001,CUST129_ADDR,CAR001,5/20/25,5/20/25,5/26/25,5/26/25,Delivered,58,1864,Rail,TRK51944,N/A
SHIP1599,ORD02958,PROD003,WH001,CUST193_ADDR,CAR001,5/23/25,5/24/25,5/27/25,5/27/25,Delivered,200,903,Air,TRK70690,N/A
SHIP1600,ORD00340,PROD002,WH002,CUST141_ADDR,CAR002,5/23/25,5/23/25,5/29/25,5/31/25,Delayed,99,1631,Air,TRK77793,Customs
SHIP1601,ORD03831,PROD002,WH003,CUST191_ADDR,CAR004,6/14/25,6/14/25,6/16/25,6/16/25,Delivered,26,1983,LTL,TRK24701,N/A
SHIP1602,ORD00357,PROD004,WH002,CUST154_ADDR,CAR002,5/25/25,5/25/25,5/30/25,5/31/25,Delayed,39,1458,LTL,TRK53690,Weather
SHIP1603,ORD00087,PROD001,WH003,CUST107_ADDR,CAR004,6/4/25,6/4/25,6/6/25,6/6/25,Delivered,100,408,LTL,TRK14153,N/A
SHIP1604,ORD00690,PROD001,WH003,CUST136_ADDR,CAR004,5/18/25,5/18/25,5/23/25,5/23/25,Delivered,47,1025,Ground,TRK19289,N/A
SHIP1605,ORD02279,PROD002,WH001,CUST107_ADDR,CAR004,6/1/25,6/1/25,6/7/25,6/6/25,Delivered,171,1912,LTL,TRK51152,N/A
SHIP1606,ORD05917,PROD003,WH002,CUST115_ADDR,CAR001,5/21/25,5/21/25,5/28/25,5/27/25,Delivered,101,1615,Air,TRK86184,N/A
SHIP1607,ORD03848,PROD002,WH003,CUST166_ADDR,CAR003,6/8/25,6/8/25,6/15/25,6/15/25,Delivered,145,1598,Ground,TRK12258,N/A
SHIP1608,ORD05904,PROD002,WH002,CUST158_ADDR,CAR004,5/30/25,5/30/25,6/1/25,6/1/25,Delivered,126,1179,LTL,TRK69971,N/A
SHIP1609,ORD05765,PROD002,WH002,CUST111_ADDR,CAR003,6/10/25,6/11/25,6/15/25,6/15/25,Delivered,114,1675,Ground,TRK42732,N/A
SHIP1610,ORD02077,PROD001,WH001,CUST192_ADDR,CAR003,5/31/25,5/31/25,6/2/25,6/2/25,Delivered,69,412,Rail,TRK72657,N/A
SHIP1611,ORD01543,PROD002,WH003,CUST144_ADDR,CAR004,6/10/25,6/11/25,6/12/25,6/12/25,Delivered,114,1125,Rail,TRK89882,N/A
SHIP1612,ORD05527,PROD002,WH002,CUST174_ADDR,CAR003,6/5/25,6/5/25,6/8/25,6/9/25,Delayed,126,794,Ground,TRK44520,Customs
SHIP1613,ORD03270,PROD004,WH003,CUST114_ADDR,CAR003,6/11/25,6/12/25,6/14/25,6/14/25,Delivered,69,324,Air,TRK83896,N/A
SHIP1614,ORD00078,PROD003,WH003,CUST180_ADDR,CAR002,6/8/25,6/9/25,6/10/25,6/10/25,Delivered,84,1620,Air,TRK88829,N/A
SHIP1615,ORD01088,PROD001,WH001,CUST101_ADDR,CAR002,5/30/25,5/30/25,6/3/25,6/3/25,Delivered,36,630,Air,TRK75561,N/A
SHIP1616,ORD01216,PROD003,WH002,CUST144_ADDR,CAR001,5/31/25,5/31/25,6/5/25,6/6/25,Delayed,41,1797,Ground,TRK47080,Mechanical
SHIP1617,ORD01298,PROD003,WH003,CUST134_ADDR,CAR001,5/27/25,5/27/25,5/31/25,6/1/25,Delayed,69,329,Air,TRK37474,Weather
SHIP1618,ORD01538,PROD005,WH001,CUST109_ADDR,CAR004,5/19/25,5/19/25,5/21/25,5/21/25,Delivered,80,1637,Rail,TRK42861,N/A
SHIP1619,ORD01012,PROD003,WH001,CUST194_ADDR,CAR003,6/5/25,6/6/25,6/12/25,6/13/25,Delayed,200,1748,Rail,TRK60521,Traffic
SHIP1620,ORD01787,PROD001,WH001,CUST118_ADDR,CAR003,6/7/25,6/7/25,6/13/25,6/12/25,Delivered,19,502,Ground,TRK41970,N/A
SHIP1621,ORD03736,PROD004,WH002,CUST119_ADDR,CAR004,5/19/25,5/20/25,5/26/25,5/26/25,Delivered,145,688,Ground,TRK05375,N/A
SHIP1622,ORD00184,PROD005,WH003,CUST129_ADDR,CAR003,5/17/25,5/17/25,5/21/25,5/21/25,Delivered,148,1891,Ground,TRK98554,N/A
SHIP1623,ORD05703,PROD004,WH002,CUST104_ADDR,CAR004,5/29/25,5/30/25,6/3/25,6/5/25,Delayed,37,1569,LTL,TRK46143,Traffic
SHIP1624,ORD04377,PROD005,WH001,CUST196_ADDR,CAR003,5/22/25,5/22/25,5/28/25,5/28/25,Delivered,147,940,LTL,TRK64602,N/A
SHIP1625,ORD04269,PROD001,WH002,CUST119_ADDR,CAR002,6/11/25,6/11/25,6/13/25,6/13/25,Delivered,168,428,Rail,TRK27215,N/A
SHIP1626,ORD00969,PROD003,WH003,CUST146_ADDR,CAR003,6/5/25,6/6/25,6/7/25,6/8/25,Delayed,130,1201,Ground,TRK16604,Weather
SHIP1627,ORD05008,PROD005,WH003,CUST199_ADDR,CAR004,5/23/25,5/23/25,5/28/25,5/30/25,Delayed,115,1236,Air,TRK48007,Mechanical
SHIP1628,ORD04199,PROD002,WH003,CUST193_ADDR,CAR003,6/5/25,6/5/25,6/11/25,6/11/25,Delivered,196,719,LTL,TRK77085,N/A
SHIP1629,ORD00070,PROD004,WH002,CUST105_ADDR,CAR003,5/29/25,5/30/25,6/5/25,6/5/25,Delivered,145,1481,Rail,TRK86928,N/A
SHIP1630,ORD05561,PROD002,WH003,CUST125_ADDR,CAR003,6/12/25,6/12/25,6/18/25,6/18/25,Delivered,90,699,LTL,TRK68496,N/A
SHIP1631,ORD01655,PROD005,WH003,CUST118_ADDR,CAR001,5/18/25,5/18/25,5/25/25,5/25/25,Delivered,77,1135,Ground,TRK63950,N/A
SHIP1632,ORD03268,PROD003,WH003,CUST185_ADDR,CAR003,5/22/25,5/23/25,5/24/25,5/24/25,Delivered,45,830,Rail,TRK71711,N/A
SHIP1633,ORD02944,PROD004,WH003,CUST140_ADDR,CAR004,6/11/25,6/11/25,6/18/25,6/18/25,Delivered,87,1706,Rail,TRK90063,N/A
SHIP1634,ORD01517,PROD002,WH001,CUST162_ADDR,CAR001,6/5/25,6/5/25,6/7/25,6/7/25,Delivered,130,1536,Air,TRK89058,N/A
SHIP1635,ORD03419,PROD005,WH003,CUST126_ADDR,CAR004,5/24/25,5/25/25,5/29/25,5/29/25,Delivered,189,1881,Rail,TRK48460,N/A
SHIP1636,ORD05571,PROD002,WH002,CUST146_ADDR,CAR002,6/7/25,6/8/25,6/9/25,6/9/25,Delivered,90,1833,Air,TRK35961,N/A
SHIP1637,ORD02566,PROD004,WH001,CUST182_ADDR,CAR003,6/13/25,6/13/25,6/20/25,6/19/25,Delivered,73,616,Rail,TRK41664,N/A
SHIP1638,ORD02978,PROD003,WH003,CUST196_ADDR,CAR002,6/11/25,6/11/25,6/13/25,6/13/25,Delivered,187,1222,Rail,TRK88650,N/A
SHIP1639,ORD02283,PROD003,WH003,CUST122_ADDR,CAR004,6/7/25,6/7/25,6/12/25,6/12/25,Delivered,112,1392,Ground,TRK96123,N/A
SHIP1640,ORD02096,PROD002,WH003,CUST180_ADDR,CAR004,6/9/25,6/10/25,6/16/25,6/16/25,Delivered,48,1987,Rail,TRK70269,N/A
SHIP1641,ORD00702,PROD005,WH002,CUST136_ADDR,CAR001,6/11/25,6/12/25,6/14/25,6/14/25,Delivered,61,969,LTL,TRK29692,N/A
