Purchase Order ID,Product ID,Supplier ID,Order Date,Requested Delivery Date (Supplier),Actual Delivery Date (Supplier),Quantity Ordered,Quantity Received,Unit Cost,Total PO Value,Payment Terms,Supplier Lead Time (Standard),Supplier Quality Rating
PO0954,PROD004,SUPP003,5/1/25,5/19/25,5/17/25,465,462,182,"84,630",Net 45,18,C
PO0955,PROD004,SUPP004,5/10/25,5/22/25,5/25/25,340,340,125,"42,500",Net 45,12,C
PO0956,PROD001,SUPP002,4/1/25,4/14/25,4/13/25,422,418,189,"79,758",Net 60,13,C
PO0957,PROD001,SUPP004,5/9/25,5/24/25,5/23/25,442,437,98,"43,316",Net 45,15,C
PO0958,PROD002,SUPP002,5/12/25,5/31/25,6/1/25,332,328,175,"58,100",Net 45,19,A
PO0959,PROD004,SUPP003,5/25/25,6/14/25,6/14/25,141,139,149,"21,009",Net 45,20,C
PO0960,PROD002,SUPP002,4/12/25,4/26/25,4/28/25,395,392,130,"51,350",Net 60,14,B
PO0961,PROD002,SUPP001,4/8/25,4/21/25,4/23/25,392,387,143,"56,056",Net 45,13,A
PO0962,PROD003,SUPP004,5/31/25,6/11/25,6/9/25,121,116,122,"14,762",Net 30,11,B
PO0963,PROD004,SUPP001,5/28/25,6/13/25,6/14/25,97,97,167,"16,199",Net 60,16,C
PO0964,PROD002,SUPP004,5/19/25,5/31/25,6/1/25,306,306,183,"55,998",Net 30,12,C
PO0965,PROD001,SUPP004,4/1/25,4/13/25,4/11/25,201,199,182,"36,582",Net 45,12,B
PO0966,PROD004,SUPP002,5/10/25,5/28/25,5/30/25,348,348,181,"62,988",Net 60,18,C
PO0967,PROD001,SUPP001,4/21/25,5/5/25,5/7/25,299,295,156,"46,644",Net 60,14,B
PO0968,PROD005,SUPP003,5/31/25,6/13/25,6/11/25,185,180,199,"36,815",Net 45,13,C
PO0969,PROD003,SUPP003,4/16/25,5/4/25,5/5/25,287,282,56,"16,072",Net 60,18,C
PO0970,PROD004,SUPP002,5/21/25,6/6/25,6/7/25,409,408,161,"65,849",Net 45,16,C
PO0971,PROD002,SUPP004,4/7/25,4/24/25,4/27/25,81,76,107,"8,667",Net 60,17,B
PO0972,PROD004,SUPP004,4/20/25,5/7/25,5/7/25,32,28,188,"6,016",Net 30,17,C
PO0973,PROD001,SUPP003,4/7/25,4/17/25,4/16/25,280,277,71,"19,880",Net 45,10,C
PO0974,PROD002,SUPP004,5/10/25,5/24/25,5/22/25,450,445,141,"63,450",Net 30,14,A
PO0975,PROD003,SUPP001,4/9/25,4/22/25,4/21/25,20,18,47,940,Net 60,13,C
PO0976,PROD001,SUPP002,5/12/25,5/22/25,5/21/25,142,140,102,"14,484",Net 30,10,B
PO0977,PROD001,SUPP003,5/23/25,6/3/25,6/4/25,443,443,149,"66,007",Net 60,11,B
PO0978,PROD001,SUPP001,4/19/25,5/1/25,5/3/25,294,293,115,"33,810",Net 60,12,A
PO0979,PROD003,SUPP001,4/1/25,4/17/25,4/19/25,305,303,154,"46,970",Net 30,16,B
PO0980,PROD005,SUPP001,5/28/25,6/16/25,6/16/25,61,61,101,"6,161",Net 45,19,B
PO0981,PROD001,SUPP003,5/15/25,6/2/25,6/1/25,237,234,188,"44,556",Net 30,18,A
PO0982,PROD001,SUPP001,4/11/25,4/23/25,4/24/25,243,238,151,"36,693",Net 45,12,B
PO0983,PROD003,SUPP003,5/21/25,6/4/25,6/5/25,362,358,123,"44,526",Net 45,14,C
PO0984,PROD002,SUPP001,4/15/25,5/5/25,5/4/25,246,246,86,"21,156",Net 30,20,B
PO0985,PROD004,SUPP002,5/1/25,5/17/25,5/16/25,25,23,130,"3,250",Net 30,16,A
PO0986,PROD004,SUPP001,4/15/25,5/4/25,5/3/25,42,41,175,"7,350",Net 45,19,B
PO0987,PROD003,SUPP002,4/18/25,5/3/25,5/6/25,366,361,73,"26,718",Net 30,15,B
PO0988,PROD002,SUPP002,5/30/25,6/18/25,6/17/25,55,53,95,"5,225",Net 60,19,A
PO0989,PROD005,SUPP003,5/20/25,5/30/25,6/2/25,281,278,149,"41,869",Net 60,10,B
PO0990,PROD003,SUPP004,5/2/25,5/15/25,5/14/25,371,368,186,"69,006",Net 60,13,B
PO0991,PROD004,SUPP004,5/31/25,6/13/25,6/12/25,206,204,72,"14,832",Net 60,13,C
PO0992,PROD001,SUPP004,4/30/25,5/18/25,5/17/25,223,223,111,"24,753",Net 60,18,C
PO0993,PROD004,SUPP004,5/30/25,6/15/25,6/13/25,410,406,104,"42,640",Net 30,16,B
PO0994,PROD003,SUPP002,5/28/25,6/9/25,6/12/25,368,368,91,"33,488",Net 30,12,C
PO0995,PROD005,SUPP004,5/18/25,5/31/25,5/30/25,284,280,129,"36,636",Net 60,13,B
PO0996,PROD001,SUPP003,5/1/25,5/20/25,5/18/25,282,277,111,"31,302",Net 30,19,C
PO0997,PROD001,SUPP001,5/17/25,6/5/25,6/3/25,252,249,158,"39,816",Net 45,19,A
PO0998,PROD003,SUPP001,4/23/25,5/12/25,5/10/25,155,155,153,"23,715",Net 45,19,B
PO0999,PROD003,SUPP001,4/19/25,5/2/25,5/2/25,143,141,106,"15,158",Net 45,13,C
PO1000,PROD001,SUPP004,4/19/25,5/8/25,5/9/25,310,305,194,"60,140",Net 60,19,A
PO1001,PROD002,SUPP002,5/12/25,5/30/25,5/30/25,448,445,48,"21,504",Net 60,18,A
PO1002,PROD002,SUPP001,4/14/25,4/25/25,4/25/25,79,75,135,"10,665",Net 30,11,B
PO1003,PROD001,SUPP001,4/3/25,4/19/25,4/22/25,355,354,93,"33,015",Net 45,16,B
PO1004,PROD002,SUPP001,4/11/25,4/26/25,4/27/25,49,48,158,"7,742",Net 45,15,C
PO1005,PROD004,SUPP004,5/4/25,5/24/25,5/26/25,87,83,193,"16,791",Net 45,20,B
PO1006,PROD004,SUPP003,5/3/25,5/14/25,5/15/25,86,81,84,"7,224",Net 45,11,C
PO1007,PROD001,SUPP004,4/19/25,5/1/25,5/4/25,154,151,185,"28,490",Net 45,12,B
PO1008,PROD003,SUPP004,4/23/25,5/6/25,5/8/25,81,81,187,"15,147",Net 60,13,C
PO1009,PROD002,SUPP002,5/29/25,6/17/25,6/20/25,226,224,137,"30,962",Net 60,19,A
PO1010,PROD001,SUPP004,5/7/25,5/26/25,5/24/25,312,310,117,"36,504",Net 30,19,B
PO1011,PROD001,SUPP003,5/9/25,5/29/25,5/31/25,110,110,53,"5,830",Net 60,20,C
PO1012,PROD004,SUPP004,4/27/25,5/7/25,5/6/25,494,492,47,"23,218",Net 45,10,C
PO1013,PROD003,SUPP002,5/9/25,5/23/25,5/23/25,273,273,115,"31,395",Net 60,14,B
PO1014,PROD005,SUPP004,4/29/25,5/12/25,5/14/25,27,23,196,"5,292",Net 30,13,C
PO1015,PROD005,SUPP002,5/28/25,6/11/25,6/12/25,30,30,194,"5,820",Net 45,14,C
PO1016,PROD003,SUPP001,5/31/25,6/10/25,6/12/25,93,90,107,"9,951",Net 60,10,B
PO1017,PROD003,SUPP003,5/4/25,5/20/25,5/22/25,116,113,83,"9,628",Net 60,16,A
PO1018,PROD005,SUPP001,5/30/25,6/18/25,6/21/25,266,264,55,"14,630",Net 60,19,B
PO1019,PROD002,SUPP003,4/3/25,4/23/25,4/21/25,478,478,151,"72,178",Net 45,20,A
PO1020,PROD002,SUPP001,4/21/25,5/3/25,5/1/25,223,219,114,"25,422",Net 60,12,A
PO1021,PROD001,SUPP001,4/26/25,5/12/25,5/10/25,256,255,92,"23,552",Net 30,16,C
PO1022,PROD005,SUPP002,5/25/25,6/6/25,6/7/25,157,157,161,"25,277",Net 45,12,A
PO1023,PROD001,SUPP002,5/13/25,5/26/25,5/28/25,181,178,141,"25,521",Net 45,13,A
PO1024,PROD005,SUPP003,5/5/25,5/18/25,5/17/25,489,484,185,"90,465",Net 60,13,B
PO1025,PROD005,SUPP001,5/31/25,6/15/25,6/14/25,329,324,49,"16,121",Net 60,15,A
PO1026,PROD002,SUPP003,5/10/25,5/22/25,5/24/25,433,432,178,"77,074",Net 30,12,B
PO1027,PROD005,SUPP004,5/3/25,5/21/25,5/22/25,46,44,127,"5,842",Net 60,18,C
PO1028,PROD002,SUPP002,4/14/25,4/29/25,4/27/25,65,64,173,"11,245",Net 60,15,A
PO1029,PROD002,SUPP003,4/15/25,4/25/25,4/25/25,51,51,48,"2,448",Net 60,10,C
PO1030,PROD003,SUPP004,5/20/25,6/9/25,6/10/25,53,51,52,"2,756",Net 45,20,B
PO1031,PROD005,SUPP003,5/22/25,6/5/25,6/4/25,169,165,177,"29,913",Net 45,14,B
PO1032,PROD003,SUPP001,5/27/25,6/13/25,6/15/25,228,225,101,"23,028",Net 30,17,B
PO1033,PROD005,SUPP004,5/12/25,5/30/25,5/28/25,165,163,104,"17,160",Net 30,18,A
PO1034,PROD001,SUPP003,5/19/25,6/3/25,6/6/25,284,284,186,"52,824",Net 45,15,A
PO1035,PROD003,SUPP002,5/24/25,6/3/25,6/4/25,332,332,62,"20,584",Net 30,10,C
PO1036,PROD003,SUPP003,4/23/25,5/7/25,5/5/25,422,419,101,"42,622",Net 30,14,B
PO1037,PROD004,SUPP002,4/22/25,5/4/25,5/4/25,165,163,117,"19,305",Net 30,12,C
PO1038,PROD003,SUPP003,5/20/25,6/1/25,6/1/25,500,497,149,"74,500",Net 30,12,B
PO1039,PROD002,SUPP002,5/3/25,5/23/25,5/25/25,151,148,93,"14,043",Net 45,20,A
PO1040,PROD003,SUPP003,5/18/25,6/5/25,6/8/25,393,388,100,"39,300",Net 45,18,C
PO1041,PROD004,SUPP003,4/26/25,5/11/25,5/12/25,237,234,166,"39,342",Net 45,15,B
PO1042,PROD004,SUPP002,4/25/25,5/7/25,5/10/25,284,279,54,"15,336",Net 45,12,A
PO1043,PROD005,SUPP003,4/16/25,4/26/25,4/28/25,109,105,105,"11,445",Net 45,10,C
PO1044,PROD003,SUPP003,4/2/25,4/15/25,4/14/25,236,236,131,"30,916",Net 60,13,C
PO1045,PROD002,SUPP001,5/14/25,6/3/25,6/4/25,482,479,158,"76,156",Net 30,20,C
PO1046,PROD005,SUPP003,4/27/25,5/9/25,5/11/25,483,480,50,"24,150",Net 45,12,B
PO1047,PROD002,SUPP003,5/29/25,6/10/25,6/12/25,98,95,99,"9,702",Net 30,12,A
PO1048,PROD001,SUPP003,5/7/25,5/19/25,5/20/25,29,24,104,"3,016",Net 30,12,B
PO1049,PROD001,SUPP004,4/1/25,4/20/25,4/20/25,43,41,130,"5,590",Net 45,19,B
PO1050,PROD005,SUPP004,4/4/25,4/14/25,4/16/25,124,121,112,"13,888",Net 30,10,A
PO1051,PROD003,SUPP004,5/11/25,5/30/25,6/2/25,174,173,71,"12,354",Net 30,19,B
PO1052,PROD004,SUPP001,5/14/25,6/1/25,6/1/25,36,35,137,"4,932",Net 60,18,C
PO1053,PROD003,SUPP003,4/16/25,4/30/25,4/30/25,497,495,136,"67,592",Net 45,14,A
PO1054,PROD001,SUPP003,5/2/25,5/20/25,5/19/25,182,179,58,"10,556",Net 60,18,C
PO1055,PROD005,SUPP002,4/22/25,5/4/25,5/6/25,429,426,151,"64,779",Net 45,12,B
PO1056,PROD003,SUPP002,4/11/25,4/28/25,5/1/25,378,377,64,"24,192",Net 60,17,A
PO1057,PROD004,SUPP003,5/23/25,6/8/25,6/6/25,187,187,187,"34,969",Net 45,16,A
PO1058,PROD005,SUPP004,5/7/25,5/23/25,5/22/25,218,215,72,"15,696",Net 30,16,B
PO1059,PROD002,SUPP001,5/15/25,5/28/25,5/27/25,235,235,98,"23,030",Net 30,13,C
PO1060,PROD005,SUPP003,5/14/25,5/27/25,5/29/25,232,230,42,"9,744",Net 30,13,A
PO1061,PROD001,SUPP001,4/1/25,4/15/25,4/15/25,200,198,44,"8,800",Net 45,14,C
PO1062,PROD001,SUPP003,5/18/25,6/1/25,6/3/25,365,364,126,"45,990",Net 45,14,A
PO1063,PROD004,SUPP003,5/23/25,6/5/25,6/5/25,54,49,61,"3,294",Net 30,13,A
PO1064,PROD005,SUPP002,4/30/25,5/16/25,5/18/25,190,186,56,"10,640",Net 30,16,C
PO1065,PROD001,SUPP001,5/11/25,5/24/25,5/23/25,308,303,93,"28,644",Net 30,13,C
PO1066,PROD003,SUPP003,4/17/25,4/30/25,4/30/25,29,28,135,"3,915",Net 45,13,C
PO1067,PROD003,SUPP001,5/18/25,5/28/25,5/30/25,346,343,112,"38,752",Net 60,10,B
PO1068,PROD001,SUPP004,4/3/25,4/20/25,4/23/25,79,76,193,"15,247",Net 60,17,A
PO1069,PROD004,SUPP002,5/1/25,5/20/25,5/18/25,332,329,166,"55,112",Net 60,19,C
PO1070,PROD002,SUPP004,5/5/25,5/20/25,5/21/25,477,475,76,"36,252",Net 30,15,C
PO1071,PROD001,SUPP002,4/25/25,5/6/25,5/7/25,51,49,113,"5,763",Net 60,11,C
PO1072,PROD002,SUPP001,4/9/25,4/27/25,4/28/25,280,277,60,"16,800",Net 30,18,B
PO1073,PROD002,SUPP004,5/27/25,6/11/25,6/12/25,253,252,55,"13,915",Net 60,15,B
PO1074,PROD003,SUPP003,4/22/25,5/10/25,5/11/25,59,54,158,"9,322",Net 45,18,B
PO1075,PROD004,SUPP002,5/17/25,6/1/25,6/3/25,447,446,140,"62,580",Net 60,15,C
PO1076,PROD005,SUPP003,5/15/25,5/25/25,5/24/25,493,490,43,"21,199",Net 30,10,B
PO1077,PROD001,SUPP003,5/5/25,5/19/25,5/22/25,182,181,47,"8,554",Net 30,14,B
PO1078,PROD005,SUPP003,4/1/25,4/19/25,4/18/25,197,195,197,"38,809",Net 60,18,A
PO1079,PROD004,SUPP004,4/29/25,5/10/25,5/10/25,42,38,144,"6,048",Net 45,11,A
PO1080,PROD005,SUPP004,4/20/25,5/2/25,5/3/25,106,104,164,"17,384",Net 60,12,C
PO1081,PROD002,SUPP004,4/14/25,4/25/25,4/24/25,265,264,183,"48,495",Net 60,11,C
PO1082,PROD005,SUPP002,4/10/25,4/22/25,4/21/25,28,28,100,"2,800",Net 30,12,A
PO1083,PROD003,SUPP004,4/10/25,4/26/25,4/28/25,474,472,83,"39,342",Net 45,16,B
PO1084,PROD001,SUPP001,4/9/25,4/20/25,4/19/25,313,308,96,"30,048",Net 45,11,A
PO1085,PROD005,SUPP002,5/14/25,6/1/25,6/4/25,189,184,180,"34,020",Net 45,18,C
PO1086,PROD003,SUPP003,5/8/25,5/19/25,5/17/25,73,71,84,"6,132",Net 45,11,A
PO1087,PROD005,SUPP003,4/21/25,5/5/25,5/3/25,141,136,100,"14,100",Net 60,14,A
PO1088,PROD005,SUPP001,4/15/25,4/30/25,5/3/25,297,296,80,"23,760",Net 60,15,C
PO1089,PROD004,SUPP001,4/25/25,5/7/25,5/8/25,387,386,98,"37,926",Net 30,12,B
PO1090,PROD001,SUPP002,5/3/25,5/17/25,5/18/25,44,39,66,"2,904",Net 45,14,A
PO1091,PROD001,SUPP002,4/10/25,4/27/25,4/25/25,206,205,122,"25,132",Net 30,17,C
PO1092,PROD002,SUPP004,5/22/25,6/6/25,6/8/25,245,244,136,"33,320",Net 60,15,B
PO1093,PROD005,SUPP002,5/13/25,5/25/25,5/26/25,115,115,150,"17,250",Net 30,12,B
PO1094,PROD003,SUPP001,4/9/25,4/27/25,4/28/25,41,39,54,"2,214",Net 30,18,C
PO1095,PROD003,SUPP002,4/10/25,4/29/25,4/28/25,242,237,63,"15,246",Net 45,19,A
PO1096,PROD003,SUPP003,4/16/25,5/1/25,4/30/25,72,72,111,"7,992",Net 60,15,C
PO1097,PROD002,SUPP001,4/7/25,4/21/25,4/20/25,100,96,187,"18,700",Net 60,14,B
PO1098,PROD001,SUPP003,4/6/25,4/23/25,4/22/25,252,250,104,"26,208",Net 60,17,A
PO1099,PROD001,SUPP003,4/19/25,4/29/25,4/30/25,208,204,195,"40,560",Net 30,10,B
PO1100,PROD003,SUPP002,4/6/25,4/16/25,4/15/25,361,359,132,"47,652",Net 45,10,C
PO1101,PROD001,SUPP001,4/10/25,4/28/25,4/30/25,142,141,193,"27,406",Net 45,18,B
PO1102,PROD005,SUPP001,5/18/25,6/1/25,6/3/25,45,44,141,"6,345",Net 45,14,B
PO1103,PROD001,SUPP003,4/26/25,5/8/25,5/6/25,367,364,193,"70,831",Net 60,12,C
PO1104,PROD001,SUPP003,4/12/25,5/1/25,4/30/25,182,179,72,"13,104",Net 45,19,A
PO1105,PROD002,SUPP001,5/6/25,5/25/25,5/24/25,80,76,158,"12,640",Net 45,19,A
PO1106,PROD003,SUPP004,4/23/25,5/12/25,5/14/25,119,115,71,"8,449",Net 30,19,B
PO1107,PROD004,SUPP002,5/13/25,5/28/25,5/30/25,139,134,148,"20,572",Net 30,15,A
PO1108,PROD004,SUPP003,5/30/25,6/17/25,6/18/25,470,469,74,"34,780",Net 60,18,C
PO1109,PROD003,SUPP001,4/30/25,5/17/25,5/16/25,256,252,115,"29,440",Net 45,17,C
PO1110,PROD005,SUPP003,5/23/25,6/9/25,6/12/25,440,437,85,"37,400",Net 30,17,C
PO1111,PROD001,SUPP001,4/13/25,4/27/25,4/27/25,492,488,100,"49,200",Net 30,14,B
PO1112,PROD004,SUPP002,4/23/25,5/12/25,5/13/25,52,50,172,"8,944",Net 60,19,A
PO1113,PROD005,SUPP003,4/7/25,4/26/25,4/25/25,169,165,175,"29,575",Net 30,19,A
PO1114,PROD005,SUPP002,4/1/25,4/19/25,4/22/25,36,33,96,"3,456",Net 45,18,A
PO1115,PROD001,SUPP004,5/20/25,6/4/25,6/7/25,282,277,59,"16,638",Net 45,15,B
PO1116,PROD002,SUPP002,4/7/25,4/22/25,4/23/25,482,482,173,"83,386",Net 30,15,C
PO1117,PROD004,SUPP001,4/11/25,4/28/25,4/26/25,469,469,168,"78,792",Net 60,17,B
PO1118,PROD003,SUPP003,4/4/25,4/14/25,4/15/25,251,247,132,"33,132",Net 60,10,C
PO1119,PROD001,SUPP003,4/23/25,5/5/25,5/7/25,384,383,102,"39,168",Net 30,12,A
PO1120,PROD001,SUPP004,4/24/25,5/11/25,5/10/25,362,362,90,"32,580",Net 60,17,C
PO1121,PROD004,SUPP004,4/1/25,4/12/25,4/12/25,452,447,139,"62,828",Net 60,11,C
PO1122,PROD004,SUPP004,4/14/25,4/27/25,4/29/25,219,215,147,"32,193",Net 30,13,B
PO1123,PROD004,SUPP003,5/21/25,6/4/25,6/7/25,125,121,140,"17,500",Net 30,14,C
PO1124,PROD002,SUPP002,4/16/25,5/2/25,5/5/25,427,422,191,"81,557",Net 60,16,A
PO1125,PROD001,SUPP002,5/5/25,5/23/25,5/24/25,293,290,197,"57,721",Net 60,18,B
PO1126,PROD003,SUPP004,5/28/25,6/7/25,6/7/25,169,164,126,"21,294",Net 30,10,C
PO1127,PROD004,SUPP004,4/29/25,5/10/25,5/8/25,201,198,170,"34,170",Net 45,11,A
PO1128,PROD002,SUPP004,4/3/25,4/14/25,4/13/25,381,376,168,"64,008",Net 60,11,B
PO1129,PROD003,SUPP004,5/8/25,5/20/25,5/22/25,181,176,132,"23,892",Net 60,12,C
PO1130,PROD002,SUPP003,4/14/25,4/30/25,5/3/25,66,61,85,"5,610",Net 60,16,C
PO1131,PROD002,SUPP002,5/8/25,5/20/25,5/20/25,342,341,49,"16,758",Net 60,12,C
PO1132,PROD001,SUPP001,4/11/25,5/1/25,4/29/25,454,449,54,"24,516",Net 60,20,B
PO1133,PROD002,SUPP003,5/31/25,6/11/25,6/11/25,200,198,185,"37,000",Net 45,11,A
PO1134,PROD003,SUPP003,4/29/25,5/15/25,5/17/25,134,131,87,"11,658",Net 60,16,C
PO1135,PROD004,SUPP004,4/19/25,4/30/25,4/30/25,478,476,161,"76,958",Net 60,11,B
PO1136,PROD005,SUPP002,5/21/25,6/1/25,6/4/25,328,324,143,"46,904",Net 45,11,A
PO1137,PROD004,SUPP002,4/6/25,4/21/25,4/23/25,257,252,115,"29,555",Net 60,15,C
PO1138,PROD001,SUPP001,5/1/25,5/15/25,5/16/25,123,123,106,"13,038",Net 60,14,C
PO1139,PROD003,SUPP003,5/21/25,6/9/25,6/11/25,298,295,123,"36,654",Net 30,19,A
PO1140,PROD003,SUPP001,4/30/25,5/20/25,5/19/25,67,66,99,"6,633",Net 60,20,A
PO1141,PROD004,SUPP002,5/9/25,5/25/25,5/24/25,111,108,140,"15,540",Net 45,16,A
PO1142,PROD002,SUPP001,4/27/25,5/16/25,5/14/25,461,458,84,"38,724",Net 60,19,B
PO1143,PROD001,SUPP001,4/23/25,5/8/25,5/10/25,296,293,129,"38,184",Net 60,15,C
PO1144,PROD002,SUPP001,4/3/25,4/19/25,4/17/25,455,451,166,"75,530",Net 45,16,C
PO1145,PROD005,SUPP001,5/18/25,6/3/25,6/3/25,461,460,174,"80,214",Net 45,16,C
PO1146,PROD004,SUPP001,4/8/25,4/27/25,4/28/25,57,54,119,"6,783",Net 45,19,A
PO1147,PROD002,SUPP003,4/26/25,5/14/25,5/15/25,386,384,149,"57,514",Net 60,18,C
PO1148,PROD003,SUPP003,4/15/25,4/26/25,4/25/25,232,228,135,"31,320",Net 30,11,B
PO1149,PROD005,SUPP003,4/16/25,4/30/25,5/1/25,277,273,131,"36,287",Net 60,14,C
PO1150,PROD005,SUPP004,4/19/25,5/2/25,5/2/25,411,411,133,"54,663",Net 45,13,C
PO1151,PROD001,SUPP002,4/17/25,5/2/25,5/3/25,495,490,129,"63,855",Net 45,15,C
PO1152,PROD005,SUPP003,4/5/25,4/19/25,4/21/25,24,23,68,"1,632",Net 30,14,C
PO1153,PROD004,SUPP004,5/30/25,6/16/25,6/16/25,160,160,185,"29,600",Net 45,17,B
PO1154,PROD005,SUPP002,4/10/25,4/30/25,4/28/25,231,230,141,"32,571",Net 60,20,C
PO1155,PROD002,SUPP001,4/7/25,4/23/25,4/26/25,185,182,119,"22,015",Net 45,16,A
PO1156,PROD001,SUPP002,4/17/25,5/2/25,4/30/25,44,40,156,"6,864",Net 60,15,A
PO1157,PROD003,SUPP001,4/18/25,5/6/25,5/6/25,336,335,200,"67,200",Net 60,18,A
PO1158,PROD002,SUPP001,5/18/25,6/4/25,6/3/25,483,483,187,"90,321",Net 30,17,C
PO1159,PROD001,SUPP001,5/14/25,6/3/25,6/3/25,47,42,48,"2,256",Net 60,20,B
PO1160,PROD002,SUPP004,4/1/25,4/14/25,4/16/25,290,290,159,"46,110",Net 30,13,A
PO1161,PROD003,SUPP001,5/10/25,5/20/25,5/22/25,455,450,66,"30,030",Net 45,10,B
PO1162,PROD003,SUPP004,4/11/25,4/26/25,4/26/25,354,354,51,"18,054",Net 45,15,C
PO1163,PROD001,SUPP004,5/7/25,5/19/25,5/21/25,65,61,114,"7,410",Net 60,12,B
PO1164,PROD004,SUPP002,4/8/25,4/20/25,4/20/25,49,49,146,"7,154",Net 60,12,B
PO1165,PROD005,SUPP001,4/22/25,5/4/25,5/4/25,328,326,189,"61,992",Net 45,12,B
PO1166,PROD004,SUPP001,4/21/25,5/3/25,5/2/25,134,129,77,"10,318",Net 30,12,A
PO1167,PROD002,SUPP001,4/24/25,5/8/25,5/10/25,307,302,192,"58,944",Net 60,14,C
PO1168,PROD001,SUPP002,4/18/25,5/7/25,5/5/25,419,416,141,"59,079",Net 60,19,B
PO1169,PROD003,SUPP002,4/6/25,4/22/25,4/21/25,494,491,61,"30,134",Net 45,16,B
PO1170,PROD001,SUPP001,4/23/25,5/12/25,5/12/25,433,429,153,"66,249",Net 45,19,C
PO1171,PROD004,SUPP003,4/5/25,4/16/25,4/14/25,82,81,102,"8,364",Net 30,11,B
PO1172,PROD004,SUPP003,5/12/25,5/31/25,5/30/25,474,473,159,"75,366",Net 30,19,A
PO1173,PROD004,SUPP002,5/28/25,6/11/25,6/14/25,194,189,184,"35,696",Net 60,14,C
PO1174,PROD002,SUPP001,4/30/25,5/19/25,5/20/25,63,58,164,"10,332",Net 60,19,B
PO1175,PROD002,SUPP003,5/29/25,6/16/25,6/15/25,95,94,187,"17,765",Net 30,18,C
PO1176,PROD005,SUPP003,4/16/25,4/30/25,5/3/25,498,494,173,"86,154",Net 30,14,C
PO1177,PROD002,SUPP004,5/13/25,5/28/25,5/27/25,73,71,172,"12,556",Net 30,15,B
PO1178,PROD004,SUPP003,4/2/25,4/14/25,4/16/25,410,407,65,"26,650",Net 60,12,A
PO1179,PROD001,SUPP004,4/8/25,4/22/25,4/23/25,463,462,181,"83,803",Net 30,14,B
PO1180,PROD001,SUPP004,5/18/25,6/6/25,6/6/25,174,172,100,"17,400",Net 60,19,A
PO1181,PROD005,SUPP004,5/31/25,6/11/25,6/10/25,102,98,78,"7,956",Net 45,11,C
PO1182,PROD003,SUPP004,5/28/25,6/12/25,6/10/25,61,59,189,"11,529",Net 60,15,B
PO1183,PROD005,SUPP002,5/17/25,6/4/25,6/6/25,34,29,168,"5,712",Net 45,18,C
PO1184,PROD002,SUPP004,5/3/25,5/18/25,5/17/25,57,55,131,"7,467",Net 30,15,A
PO1185,PROD004,SUPP001,4/13/25,5/1/25,5/3/25,358,358,102,"36,516",Net 30,18,A
PO1186,PROD001,SUPP002,4/20/25,5/4/25,5/3/25,230,230,111,"25,530",Net 45,14,C
PO1187,PROD003,SUPP002,4/26/25,5/11/25,5/11/25,348,348,130,"45,240",Net 45,15,B
PO1188,PROD001,SUPP003,4/27/25,5/14/25,5/15/25,318,315,117,"37,206",Net 30,17,B
PO1189,PROD005,SUPP002,5/22/25,6/8/25,6/6/25,185,185,141,"26,085",Net 60,17,A
PO1190,PROD004,SUPP003,5/9/25,5/26/25,5/25/25,290,288,91,"26,390",Net 60,17,B
PO1191,PROD003,SUPP001,5/22/25,6/7/25,6/7/25,268,265,47,"12,596",Net 60,16,C
PO1192,PROD002,SUPP003,4/18/25,5/3/25,5/1/25,244,244,134,"32,696",Net 30,15,A
PO1193,PROD005,SUPP003,4/23/25,5/5/25,5/6/25,285,283,154,"43,890",Net 45,12,A
PO1194,PROD001,SUPP004,5/19/25,6/4/25,6/7/25,33,33,102,"3,366",Net 45,16,B
PO1195,PROD003,SUPP003,5/29/25,6/11/25,6/12/25,472,467,64,"30,208",Net 45,13,C
PO1196,PROD005,SUPP001,5/14/25,6/1/25,6/2/25,434,429,167,"72,478",Net 30,18,B
PO1197,PROD004,SUPP001,5/21/25,6/5/25,6/8/25,273,269,169,"46,137",Net 60,15,A
PO1198,PROD001,SUPP003,5/20/25,6/7/25,6/9/25,464,459,181,"83,984",Net 45,18,B
PO1199,PROD003,SUPP003,4/2/25,4/13/25,4/12/25,368,367,70,"25,760",Net 45,11,C
PO1200,PROD003,SUPP004,5/8/25,5/19/25,5/17/25,488,485,53,"25,864",Net 45,11,A
PO1201,PROD004,SUPP003,4/23/25,5/3/25,5/1/25,469,468,190,"89,110",Net 30,10,C
PO1202,PROD004,SUPP003,5/22/25,6/7/25,6/6/25,90,87,155,"13,950",Net 45,16,C
PO1203,PROD002,SUPP001,5/30/25,6/12/25,6/14/25,228,223,156,"35,568",Net 30,13,C
PO1204,PROD004,SUPP001,4/12/25,4/28/25,4/28/25,460,459,71,"32,660",Net 60,16,B
PO1205,PROD002,SUPP002,5/6/25,5/16/25,5/17/25,164,160,126,"20,664",Net 60,10,C
PO1206,PROD005,SUPP002,4/20/25,4/30/25,4/29/25,434,430,197,"85,498",Net 30,10,A
PO1207,PROD002,SUPP004,4/20/25,5/3/25,5/4/25,256,254,188,"48,128",Net 45,13,B
PO1208,PROD003,SUPP002,5/18/25,6/3/25,6/3/25,395,390,93,"36,735",Net 30,16,A
PO1209,PROD005,SUPP002,5/19/25,6/2/25,6/1/25,38,34,75,"2,850",Net 30,14,A
PO1210,PROD003,SUPP002,4/15/25,5/5/25,5/4/25,174,174,175,"30,450",Net 30,20,C
