Claim ID,Reserve Date,Initial Reserve Amount,Current Reserve Amount,Reserve Type
CLM1802,3/26/24,25951,5689,Indemnity Reserve
CLM1803,4/20/23,38341,34156,Indemnity Reserve
CLM1804,4/19/24,47528,13281,Indemnity Reserve
CLM1805,8/23/23,27535,5432,Indemnity Reserve
CLM1806,2/14/24,2201,1988,Indemnity Reserve
CLM1807,4/20/23,47209,13101,Indemnity Reserve
CLM1808,4/30/24,15127,12199,Indemnity Reserve
CLM1809,11/14/23,45865,38589,Indemnity Reserve
CLM1810,2/6/23,3359,286,Indemnity Reserve
CLM1811,6/30/24,34927,28755,Indemnity Reserve
CLM1812,7/31/23,28917,25913,Indemnity Reserve
CLM1813,8/28/23,32441,30248,Indemnity Reserve
CLM1814,3/5/23,33839,960,Indemnity Reserve
CLM1815,8/22/23,7634,2880,Indemnity Reserve
CLM1816,3/16/23,17219,5430,Indemnity Reserve
CLM1817,3/6/24,31161,21886,Indemnity Reserve
CLM1818,7/28/23,19624,18016,Indemnity Reserve
CLM1819,4/6/24,39631,4601,Indemnity Reserve
CLM1820,6/13/23,41950,31974,Indemnity Reserve
CLM1821,3/27/23,37494,31345,Indemnity Reserve
CLM1822,1/31/24,21206,5927,Indemnity Reserve
CLM1823,10/24/23,27113,4270,Indemnity Reserve
CLM1824,2/6/24,33654,3002,Indemnity Reserve
CLM1825,1/5/24,1290,892,Indemnity Reserve
CLM1826,12/22/23,26164,25406,Indemnity Reserve
CLM1827,2/15/23,37944,4116,Indemnity Reserve
CLM1828,11/21/23,21491,163,Indemnity Reserve
CLM1829,6/12/23,22222,7614,Indemnity Reserve
CLM1830,6/29/24,35198,16889,Indemnity Reserve
CLM1831,3/3/23,22369,7374,Indemnity Reserve
CLM1832,8/13/23,17542,17523,Indemnity Reserve
CLM1833,1/17/23,16987,16379,Indemnity Reserve
CLM1834,2/9/24,15615,5397,Indemnity Reserve
CLM1835,3/13/24,19040,138,Indemnity Reserve
CLM1836,10/27/23,25334,17415,Indemnity Reserve
CLM1837,7/3/23,25940,17628,Indemnity Reserve
CLM1838,2/3/24,18135,859,Indemnity Reserve
CLM1839,1/24/23,3126,786,Indemnity Reserve
CLM1840,11/5/23,43468,25835,Indemnity Reserve
CLM1841,10/20/23,12489,6447,Indemnity Reserve
CLM1842,6/15/23,21804,15350,Indemnity Reserve
CLM1843,5/4/24,11324,6885,Indemnity Reserve
CLM1844,6/9/23,40427,32337,Indemnity Reserve
CLM1845,9/22/23,14815,9963,Indemnity Reserve
CLM1846,10/13/23,13146,12374,Indemnity Reserve
CLM1847,10/14/23,18324,13999,Indemnity Reserve
CLM1848,12/8/23,9259,9213,Indemnity Reserve
CLM1849,9/10/23,9034,3929,Indemnity Reserve
CLM1850,12/4/23,45435,3599,Indemnity Reserve
CLM1851,4/17/23,9920,3683,Indemnity Reserve
CLM1852,4/25/23,2494,2204,Indemnity Reserve
CLM1853,3/31/24,32073,11126,Indemnity Reserve
CLM1854,2/1/23,8268,5165,Indemnity Reserve
CLM1855,4/29/23,23366,20425,Indemnity Reserve
CLM1856,3/5/24,49650,31567,Indemnity Reserve
CLM1857,9/5/23,45920,43508,Indemnity Reserve
CLM1858,5/3/24,47154,40590,Indemnity Reserve
CLM1859,4/12/23,24407,17912,Indemnity Reserve
CLM1860,5/2/23,35144,23794,Indemnity Reserve
CLM1861,2/10/24,14965,7969,Indemnity Reserve
CLM1862,2/13/24,31712,6029,Indemnity Reserve
CLM1863,3/1/23,44085,31415,Indemnity Reserve
CLM1864,12/28/23,47880,29124,Indemnity Reserve
CLM1865,1/2/24,31143,22686,Indemnity Reserve
CLM1866,5/18/24,41366,12679,Indemnity Reserve
CLM1867,5/29/24,48636,22144,Indemnity Reserve
CLM1868,8/8/23,36378,12616,Indemnity Reserve
CLM1869,1/13/23,20059,3974,Indemnity Reserve
CLM1870,10/3/23,35086,7570,Indemnity Reserve
CLM1871,12/2/23,31395,4389,Indemnity Reserve
CLM1872,8/6/23,15792,12679,Indemnity Reserve
CLM1873,1/5/23,11115,10264,Indemnity Reserve
CLM1874,5/15/23,29079,16670,Indemnity Reserve
CLM1875,6/18/23,17430,3826,Indemnity Reserve
CLM1876,3/4/24,2772,1879,Indemnity Reserve
CLM1877,3/6/24,9275,4773,Indemnity Reserve
CLM1878,12/23/23,22609,13149,Indemnity Reserve
CLM1879,2/10/23,4969,741,Indemnity Reserve
CLM1880,4/19/24,36439,32310,Indemnity Reserve
CLM1881,2/27/24,26287,7184,Indemnity Reserve
CLM1882,3/30/24,44653,21145,Indemnity Reserve
CLM1883,2/2/23,31360,13948,Indemnity Reserve
CLM1884,2/2/23,41376,24768,Indemnity Reserve
CLM1885,5/21/23,19268,10891,Indemnity Reserve
CLM1886,4/14/24,45450,21670,Indemnity Reserve
CLM1887,2/25/23,26673,10689,Indemnity Reserve
CLM1888,6/15/24,31646,7062,Indemnity Reserve
CLM1889,1/13/23,39946,2044,Indemnity Reserve
CLM1890,8/22/23,40662,2892,Indemnity Reserve
CLM1891,8/2/23,2763,2349,Indemnity Reserve
CLM1892,7/30/23,49592,15022,Indemnity Reserve
CLM1893,7/13/23,28345,11722,Indemnity Reserve
CLM1894,4/28/24,1634,1578,Indemnity Reserve
CLM1895,11/13/23,39791,16238,Indemnity Reserve
CLM1896,8/8/23,43029,22273,Indemnity Reserve
CLM1897,3/26/24,30332,9524,Indemnity Reserve
CLM1898,8/7/23,47804,30011,Indemnity Reserve
CLM1899,11/4/23,1101,1092,Indemnity Reserve
CLM1900,7/19/23,45726,35889,Indemnity Reserve
CLM1901,9/12/23,14521,13357,Indemnity Reserve
CLM1902,12/13/23,12049,3552,Indemnity Reserve
CLM1903,11/7/23,30084,26786,Indemnity Reserve
CLM1904,6/8/24,25216,3186,Indemnity Reserve
CLM1905,5/5/24,44228,16489,Indemnity Reserve
CLM1906,12/12/23,45514,9422,Indemnity Reserve
CLM1907,8/23/23,44372,19078,Indemnity Reserve
CLM1908,1/3/24,10759,8402,Indemnity Reserve
CLM1909,3/31/23,17448,4282,Indemnity Reserve
CLM1910,12/29/23,47095,12360,Indemnity Reserve
CLM1911,4/23/24,39464,22003,Indemnity Reserve
CLM1912,5/3/23,6273,4931,Indemnity Reserve
CLM1913,9/2/23,29052,13477,Indemnity Reserve
CLM1914,10/27/23,5539,584,Indemnity Reserve
CLM1915,2/19/23,36693,11046,Indemnity Reserve
CLM1916,3/30/23,14621,4867,Indemnity Reserve
CLM1917,4/29/24,13015,8661,Indemnity Reserve
CLM1918,5/3/24,10528,8857,Indemnity Reserve
CLM1919,2/11/23,18999,4938,Indemnity Reserve
CLM1920,11/15/23,41883,39301,Indemnity Reserve
CLM1921,7/29/23,40589,9457,Indemnity Reserve
CLM1922,10/3/23,46433,31315,Indemnity Reserve
CLM1923,10/27/23,3534,1405,Indemnity Reserve
CLM1924,3/1/23,29374,14857,Indemnity Reserve
CLM1925,7/17/23,39296,2290,Indemnity Reserve
CLM1926,11/13/23,6743,4273,Indemnity Reserve
CLM1927,1/28/23,17891,13791,Indemnity Reserve
CLM1928,1/24/24,47981,11166,Indemnity Reserve
CLM1929,5/27/24,27409,14328,Indemnity Reserve
CLM1930,2/19/23,29854,27722,Indemnity Reserve
CLM1931,6/7/24,22693,10413,Indemnity Reserve
CLM1932,6/6/24,31894,19030,Indemnity Reserve
CLM1933,2/4/23,6122,1801,Indemnity Reserve
CLM1934,10/17/23,49304,12155,Indemnity Reserve
CLM1935,1/14/24,37285,19520,Indemnity Reserve
CLM1936,6/23/24,36598,4033,Indemnity Reserve
CLM1937,12/7/23,39591,24853,Indemnity Reserve
CLM1938,2/26/24,20691,18427,Indemnity Reserve
CLM1939,8/31/23,31154,11164,Indemnity Reserve
CLM1940,5/8/24,15484,2146,Indemnity Reserve
CLM1941,8/31/23,26083,16095,Indemnity Reserve
CLM1942,4/16/24,34169,15129,Indemnity Reserve
CLM1943,4/25/24,23310,5303,Indemnity Reserve
CLM1944,1/12/23,47818,40539,Indemnity Reserve
CLM1945,2/25/24,35197,21256,Indemnity Reserve
CLM1946,3/8/24,13009,3049,Indemnity Reserve
CLM1947,12/7/23,5415,1677,Indemnity Reserve
CLM1948,6/10/24,5581,2696,Indemnity Reserve
CLM1949,9/23/23,25685,1920,Indemnity Reserve
CLM1950,3/5/24,2933,1341,Indemnity Reserve
CLM1951,4/5/24,48304,42975,Indemnity Reserve
CLM1952,1/14/23,20945,6522,Indemnity Reserve
CLM1953,6/20/23,16707,10672,Indemnity Reserve
CLM1954,2/17/23,33705,1835,Indemnity Reserve
CLM1955,6/4/23,11791,10451,Indemnity Reserve
CLM1956,4/20/24,47838,19690,Indemnity Reserve
CLM1957,11/17/23,18671,7478,Indemnity Reserve
CLM1958,5/5/24,47771,7675,Indemnity Reserve
CLM1959,10/27/23,6182,2,Indemnity Reserve
CLM1960,3/6/24,3546,711,Indemnity Reserve
CLM1961,1/8/24,42074,16815,Indemnity Reserve
CLM1962,10/14/23,30930,21894,Indemnity Reserve
CLM1963,2/15/23,39509,19709,Indemnity Reserve
CLM1964,11/4/23,29678,22663,Indemnity Reserve
CLM1965,5/4/24,44017,20007,Indemnity Reserve
CLM1966,5/2/23,21327,9969,Indemnity Reserve
CLM1967,9/9/23,38077,13078,Indemnity Reserve
CLM1968,2/27/23,20411,4230,Indemnity Reserve
CLM1969,5/20/23,39201,7969,Indemnity Reserve
CLM1970,10/13/23,23839,1002,Indemnity Reserve
CLM1971,6/5/24,17192,4853,Indemnity Reserve
CLM1972,5/19/23,29743,17261,Indemnity Reserve
CLM1973,9/10/23,48921,42971,Indemnity Reserve
CLM1974,4/3/23,20851,5141,Indemnity Reserve
CLM1975,1/14/23,28844,16251,Indemnity Reserve
CLM1976,3/5/23,15321,12831,Indemnity Reserve
CLM1977,7/20/23,29759,14392,Indemnity Reserve
CLM1978,4/28/24,26694,3802,Indemnity Reserve
CLM1979,3/21/24,7111,4352,Indemnity Reserve
CLM1980,1/11/23,33114,15097,Indemnity Reserve
CLM1981,6/13/24,46562,11611,Indemnity Reserve
CLM1982,6/8/24,26442,21462,Indemnity Reserve
CLM1983,2/11/23,6042,277,Indemnity Reserve
CLM1984,1/2/24,47776,42981,Indemnity Reserve
CLM1985,8/26/23,40765,29755,Indemnity Reserve
CLM1986,6/25/23,11639,4005,Indemnity Reserve
CLM1987,4/26/24,30065,12080,Indemnity Reserve
CLM1988,8/4/23,35313,3818,Indemnity Reserve
CLM1989,10/13/23,19725,4066,Indemnity Reserve
CLM1990,10/7/23,4631,3915,Indemnity Reserve
CLM1991,6/20/23,15340,6694,Indemnity Reserve
CLM1992,5/7/24,6576,112,Indemnity Reserve
CLM1993,7/1/23,27219,4506,Indemnity Reserve
CLM1994,4/11/24,41932,32645,Indemnity Reserve
CLM1995,4/22/23,21370,21035,Indemnity Reserve
CLM1996,7/24/23,44677,2599,Indemnity Reserve
CLM1997,8/10/23,36723,32890,Indemnity Reserve
CLM1998,1/2/23,12373,4413,Indemnity Reserve
CLM1999,2/25/23,24408,4446,Indemnity Reserve
CLM2000,5/23/24,15431,6247,Indemnity Reserve
CLM2001,2/25/24,21194,17082,Indemnity Reserve
CLM2002,1/13/24,13245,8250,Indemnity Reserve
CLM2003,4/12/24,2893,1167,Indemnity Reserve
CLM2004,6/6/24,13561,3,Indemnity Reserve
CLM2005,1/17/24,4970,3319,Indemnity Reserve
CLM2006,9/7/23,35632,8521,Indemnity Reserve
CLM2007,2/19/24,47325,43327,Indemnity Reserve
CLM2008,3/9/24,44527,13778,Indemnity Reserve
CLM2009,6/4/24,17507,15171,Indemnity Reserve
CLM2010,10/20/23,24514,18956,Indemnity Reserve
CLM2011,2/15/23,32116,17606,Indemnity Reserve
CLM2012,4/13/23,38931,20335,Indemnity Reserve
CLM2013,5/25/23,18577,4209,Indemnity Reserve
CLM2014,4/14/24,46719,29777,Indemnity Reserve
CLM2015,6/2/23,28720,7163,Indemnity Reserve
CLM2016,7/13/23,34635,13831,Indemnity Reserve
CLM2017,4/23/23,29241,10934,Indemnity Reserve
CLM2018,6/11/24,2252,1131,Indemnity Reserve
CLM2019,3/25/23,22273,10723,Indemnity Reserve
CLM2020,4/30/23,38268,6188,Indemnity Reserve
CLM2021,3/27/23,23778,17112,Indemnity Reserve
CLM2022,4/28/24,3866,3375,Indemnity Reserve
CLM2023,12/21/23,43035,41084,Indemnity Reserve
CLM2024,11/16/23,31368,2217,Indemnity Reserve
CLM2025,6/1/23,15015,7487,Indemnity Reserve
CLM2026,4/3/23,21471,16091,Indemnity Reserve
CLM2027,6/11/24,7891,7304,Indemnity Reserve
CLM2028,5/17/24,18235,15531,Indemnity Reserve
CLM2029,4/15/24,45220,19267,Indemnity Reserve
CLM2030,10/6/23,21661,12738,Indemnity Reserve
CLM2031,4/23/23,12371,5486,Indemnity Reserve
CLM2032,6/25/24,17283,11692,Indemnity Reserve
CLM2033,3/16/24,9824,9594,Indemnity Reserve
CLM2034,1/23/24,34853,16340,Indemnity Reserve
CLM2035,2/9/23,4515,1752,Indemnity Reserve
CLM2036,5/30/24,32150,14679,Indemnity Reserve
CLM2037,6/19/23,33322,14178,Indemnity Reserve
CLM2038,9/23/23,35740,25812,Indemnity Reserve
CLM2039,8/17/23,32247,7494,Indemnity Reserve
CLM2040,7/6/23,37489,30840,Indemnity Reserve
CLM2041,9/13/23,44646,22564,Indemnity Reserve
CLM2042,1/30/24,41104,6126,Indemnity Reserve
CLM2043,1/31/23,8996,4688,Indemnity Reserve
CLM2044,3/21/23,7818,6851,Indemnity Reserve
CLM2045,3/3/23,21769,1954,Indemnity Reserve
CLM2046,8/30/23,27341,26914,Indemnity Reserve
CLM2047,11/25/23,10827,6557,Indemnity Reserve
CLM2048,2/15/23,30498,14060,Indemnity Reserve
CLM2049,7/6/23,25428,5211,Indemnity Reserve
CLM2050,1/17/24,48530,6106,Indemnity Reserve
CLM2051,4/21/23,5616,3798,Indemnity Reserve
CLM2052,1/23/23,29659,16483,Indemnity Reserve
CLM2053,3/8/23,24464,16407,Indemnity Reserve
CLM2054,2/14/24,23719,20685,Indemnity Reserve
CLM2055,4/19/24,12713,746,Indemnity Reserve
CLM2056,2/9/24,39282,7601,Indemnity Reserve
CLM2057,2/16/23,2854,499,Indemnity Reserve
CLM2058,4/9/24,48403,29675,Indemnity Reserve
CLM2059,2/18/24,19211,8148,Indemnity Reserve
CLM2060,1/30/24,41586,6554,Indemnity Reserve
CLM2061,5/16/23,5465,1878,Indemnity Reserve
CLM2062,4/29/24,31114,2721,Indemnity Reserve
CLM2063,2/18/23,30362,28889,Indemnity Reserve
CLM2064,10/10/23,39118,15787,Indemnity Reserve
CLM2065,1/5/24,40267,8782,Indemnity Reserve
CLM2066,12/3/23,40178,21692,Indemnity Reserve
CLM2067,10/15/23,22385,21305,Indemnity Reserve
CLM2068,10/5/23,17280,1293,Indemnity Reserve
CLM2069,1/9/23,33758,30437,Indemnity Reserve
CLM2070,6/25/23,14437,3810,Indemnity Reserve
CLM2071,5/27/24,19774,5726,Indemnity Reserve
CLM2072,10/29/23,7791,1722,Indemnity Reserve
CLM2073,6/20/23,20894,9076,Indemnity Reserve
CLM2074,2/15/24,26910,4958,Indemnity Reserve
CLM2075,3/14/24,5778,1949,Indemnity Reserve
CLM2076,4/16/23,49734,17213,Indemnity Reserve
CLM2077,1/24/24,27262,11347,Indemnity Reserve
CLM2078,8/20/23,21920,10380,Indemnity Reserve
CLM2079,8/6/23,44244,19485,Indemnity Reserve
CLM2080,4/3/24,48592,37607,Indemnity Reserve
CLM2081,12/23/23,17714,3770,Indemnity Reserve
CLM2082,7/28/23,27698,5312,Indemnity Reserve
CLM2083,1/16/24,29749,8798,Indemnity Reserve
CLM2084,11/12/23,13012,4978,Indemnity Reserve
CLM2085,5/20/23,39295,15424,Indemnity Reserve
CLM2086,7/28/23,21918,2705,Indemnity Reserve
CLM2087,6/5/24,12431,12402,Indemnity Reserve
CLM2088,12/6/23,19390,18928,Indemnity Reserve
CLM2089,3/1/24,30543,20060,Indemnity Reserve
CLM2090,6/7/24,35123,24126,Indemnity Reserve
CLM2091,7/3/23,36688,16715,Indemnity Reserve
CLM2092,4/28/23,44425,43318,Indemnity Reserve
CLM2093,9/17/23,3751,1208,Indemnity Reserve
CLM2094,11/8/23,21709,19114,Indemnity Reserve
CLM2095,3/3/23,45657,16649,Indemnity Reserve
CLM2096,11/8/23,45099,42537,Indemnity Reserve
CLM2097,8/23/23,7203,4224,Indemnity Reserve
CLM2098,8/9/23,29364,15403,Indemnity Reserve
CLM2099,10/4/23,35584,29496,Indemnity Reserve
CLM2100,8/25/23,15124,2052,Indemnity Reserve
CLM2101,6/30/24,23158,2190,Indemnity Reserve
CLM2102,1/28/24,23609,4856,Indemnity Reserve
CLM2103,11/13/23,46758,16204,Indemnity Reserve
CLM2104,11/8/23,29834,13487,Indemnity Reserve
CLM2105,10/29/23,43194,23273,Indemnity Reserve
CLM2106,8/18/23,43963,25567,Indemnity Reserve
CLM2107,9/15/23,19474,13809,Indemnity Reserve
CLM2108,8/21/23,6051,3206,Indemnity Reserve
CLM2109,4/21/23,18668,10033,Indemnity Reserve
CLM2110,11/21/23,3167,1005,Indemnity Reserve
CLM2111,11/3/23,29122,17709,Indemnity Reserve
CLM2112,12/12/23,39191,3352,Indemnity Reserve
CLM2113,11/14/23,42079,33223,Indemnity Reserve
CLM2114,8/25/23,10047,9943,Indemnity Reserve
CLM2115,1/5/23,31481,598,Indemnity Reserve
CLM2116,3/22/23,10751,3389,Indemnity Reserve
CLM2117,1/31/23,34626,17273,Indemnity Reserve
CLM2118,12/25/23,22518,13922,Indemnity Reserve
CLM2119,5/30/23,34382,8647,Indemnity Reserve
CLM2120,4/9/24,9470,5552,Indemnity Reserve
CLM2121,6/21/23,26271,602,Indemnity Reserve
CLM2122,6/17/23,41664,10032,Indemnity Reserve
CLM2123,1/8/23,16905,14774,Indemnity Reserve
CLM2124,1/31/23,25853,15134,Indemnity Reserve
CLM2125,5/17/23,23724,13628,Indemnity Reserve
CLM2126,2/7/23,33220,32534,Indemnity Reserve
CLM2127,4/1/23,39884,26311,Indemnity Reserve
CLM2128,5/26/24,22923,11861,Indemnity Reserve
CLM2129,7/31/23,18084,6188,Indemnity Reserve
CLM2130,3/13/23,23686,6218,Indemnity Reserve
CLM2131,2/12/23,7625,916,Indemnity Reserve
CLM2132,5/16/23,1301,768,Indemnity Reserve
CLM2133,5/26/23,19972,9306,Indemnity Reserve
CLM2134,5/8/24,13809,4129,Indemnity Reserve
CLM2135,1/15/23,35741,2157,Indemnity Reserve
CLM2136,7/13/23,45172,3386,Indemnity Reserve
CLM2137,1/9/23,23347,11800,Indemnity Reserve
CLM2138,1/9/23,2943,2688,Indemnity Reserve
CLM2139,3/19/24,17959,5997,Indemnity Reserve
CLM2140,3/28/24,10810,565,Indemnity Reserve
CLM2141,3/25/23,21500,18128,Indemnity Reserve
CLM2142,5/16/23,2331,1475,Indemnity Reserve
CLM2143,8/18/23,12896,7274,Indemnity Reserve
CLM2144,5/31/24,19956,8573,Indemnity Reserve
CLM2145,8/1/23,19310,13917,Indemnity Reserve
CLM2146,10/9/23,22273,8351,Indemnity Reserve
CLM2147,11/4/23,29000,12980,Indemnity Reserve
CLM2148,12/26/23,44971,26929,Indemnity Reserve
CLM2149,1/3/24,43336,40172,Indemnity Reserve
CLM2150,1/12/23,11349,5767,Indemnity Reserve
CLM2151,11/27/23,15071,14966,Indemnity Reserve
CLM2152,1/9/23,35141,30512,Indemnity Reserve
CLM2153,5/22/23,38344,31987,Indemnity Reserve
CLM2154,4/28/24,48563,34693,Indemnity Reserve
CLM2155,9/1/23,25943,17346,Indemnity Reserve
CLM2156,6/23/24,1015,531,Indemnity Reserve
CLM2157,3/11/23,17367,14499,Indemnity Reserve
CLM2158,7/14/23,21673,16971,Indemnity Reserve
CLM2159,9/21/23,40729,18138,Indemnity Reserve
CLM2160,6/22/24,30197,24489,Indemnity Reserve
CLM2161,11/8/23,13588,8108,Indemnity Reserve
CLM2162,3/16/23,38534,19259,Indemnity Reserve
CLM2163,4/29/23,27967,13758,Indemnity Reserve
CLM2164,2/2/24,42884,41089,Indemnity Reserve
CLM2165,12/7/23,4634,2376,Indemnity Reserve
CLM2166,2/4/24,47365,3768,Indemnity Reserve
CLM2167,10/16/23,15897,14098,Indemnity Reserve
CLM2168,3/6/23,17569,10889,Indemnity Reserve
CLM2169,2/19/23,23685,15136,Indemnity Reserve
CLM2170,4/14/23,34066,3006,Indemnity Reserve
CLM2171,10/25/23,48014,5582,Indemnity Reserve
CLM2172,6/9/23,32340,30795,Indemnity Reserve
CLM2173,1/3/24,28571,12733,Indemnity Reserve
CLM2174,10/19/23,26038,6185,Indemnity Reserve
CLM2175,8/21/23,43139,3757,Indemnity Reserve
CLM2176,6/27/24,30208,6261,Indemnity Reserve
CLM2177,4/8/24,38285,385,Indemnity Reserve
CLM2178,1/31/24,41408,21704,Indemnity Reserve
CLM2179,7/1/23,3963,3414,Indemnity Reserve
CLM2180,2/25/24,8594,1409,Indemnity Reserve
CLM2181,1/27/24,5976,1663,Indemnity Reserve
CLM2182,3/26/24,19828,14560,Indemnity Reserve
CLM2183,8/20/23,13105,6914,Indemnity Reserve
CLM2184,7/15/23,8897,5137,Indemnity Reserve
CLM2185,2/6/23,12984,1254,Indemnity Reserve
CLM2186,5/12/24,34499,20941,Indemnity Reserve
CLM2187,1/16/23,18621,2326,Indemnity Reserve
CLM2188,10/12/23,41771,6695,Indemnity Reserve
CLM2189,4/15/23,29228,13867,Indemnity Reserve
CLM2190,7/5/23,11410,2552,Indemnity Reserve
CLM2191,6/16/24,6651,2359,Indemnity Reserve
CLM2192,11/29/23,30651,24063,Indemnity Reserve
CLM2193,5/18/23,4948,2541,Indemnity Reserve
CLM2194,7/23/23,45386,38767,Indemnity Reserve
CLM2195,3/1/23,21900,11802,Indemnity Reserve
CLM2196,3/3/24,8094,3748,Indemnity Reserve
CLM2197,1/4/23,42673,28296,Indemnity Reserve
CLM2198,3/20/24,48943,41445,Indemnity Reserve
CLM2199,6/23/24,9322,5179,Indemnity Reserve
CLM2200,6/3/23,12041,2309,Indemnity Reserve
CLM2201,6/19/24,49094,46982,Indemnity Reserve
CLM2202,7/26/23,19404,18895,Indemnity Reserve
CLM2203,6/7/23,45742,25859,Indemnity Reserve
CLM2204,3/29/24,11348,7354,Indemnity Reserve
CLM2205,9/30/23,19694,18397,Indemnity Reserve
CLM2206,8/12/23,4941,1124,Indemnity Reserve
CLM2207,2/3/24,19263,1471,Indemnity Reserve
CLM2208,8/14/23,47469,19875,Indemnity Reserve
CLM2209,1/22/24,34185,4194,Indemnity Reserve
CLM2210,1/8/24,13084,5560,Indemnity Reserve
CLM2211,3/19/24,27600,1590,Indemnity Reserve
CLM2212,3/30/24,35551,25197,Indemnity Reserve
CLM2213,9/24/23,42341,3709,Indemnity Reserve
CLM2214,10/1/23,35588,29093,Indemnity Reserve
CLM2215,2/11/23,9216,2925,Indemnity Reserve
CLM2216,1/4/24,45866,42261,Indemnity Reserve
CLM2217,6/16/23,11743,11069,Indemnity Reserve
CLM2218,10/21/23,33645,16830,Indemnity Reserve
CLM2219,3/9/23,3938,3771,Indemnity Reserve
CLM2220,5/12/23,15822,4179,Indemnity Reserve
CLM2221,6/30/23,20167,15465,Indemnity Reserve
CLM2222,2/16/23,22480,2460,Indemnity Reserve
CLM2223,4/12/23,47158,35272,Indemnity Reserve
CLM2224,8/16/23,23333,1537,Indemnity Reserve
CLM2225,2/1/24,23290,12646,Indemnity Reserve
CLM2226,6/14/23,40816,20047,Indemnity Reserve
CLM2227,5/29/24,21119,851,Indemnity Reserve
CLM2228,6/26/23,17953,8371,Indemnity Reserve
CLM2229,4/14/24,37374,15911,Indemnity Reserve
CLM2230,4/27/23,6034,450,Indemnity Reserve
CLM2231,3/22/24,9317,5534,Indemnity Reserve
CLM2232,6/15/24,23982,4161,Indemnity Reserve
CLM2233,6/20/23,48150,40678,Indemnity Reserve
CLM2234,8/25/23,37552,23927,Indemnity Reserve
CLM2235,1/10/23,19600,14298,Indemnity Reserve
CLM2236,8/30/23,42798,22668,Indemnity Reserve
CLM2237,5/6/23,30595,23836,Indemnity Reserve
CLM2238,4/17/24,30433,2304,Indemnity Reserve
CLM2239,4/8/24,32567,25902,Indemnity Reserve
CLM2240,1/26/24,45534,8769,Indemnity Reserve
CLM2241,1/8/24,35899,31344,Indemnity Reserve
CLM2242,4/4/24,2953,934,Indemnity Reserve
CLM2243,7/5/23,36449,24632,Indemnity Reserve
CLM2244,6/8/24,7064,2719,Indemnity Reserve
CLM2245,8/19/23,9449,6170,Indemnity Reserve
CLM2246,5/22/24,21469,10367,Indemnity Reserve
CLM2247,2/26/23,41767,20901,Indemnity Reserve
CLM2248,6/28/24,30346,20194,Indemnity Reserve
CLM2249,4/22/23,42951,32078,Indemnity Reserve
CLM2250,7/25/23,7364,5204,Indemnity Reserve
CLM2251,9/1/23,25524,6443,Indemnity Reserve
CLM2252,4/25/24,33738,33325,Indemnity Reserve
CLM2253,8/3/23,23838,19714,Indemnity Reserve
CLM2254,4/19/23,36606,3911,Indemnity Reserve
CLM2255,5/13/24,40188,1177,Indemnity Reserve
CLM2256,12/15/23,27042,27018,Indemnity Reserve
CLM2257,1/29/24,21627,2757,Indemnity Reserve
CLM2258,10/11/23,9885,1532,Indemnity Reserve
CLM2259,12/9/23,35823,12287,Indemnity Reserve
CLM2260,8/21/23,37201,28410,Indemnity Reserve
CLM2261,3/29/24,10097,2924,Indemnity Reserve
CLM2262,2/2/23,2936,1821,Indemnity Reserve
CLM2263,5/28/24,33212,399,Indemnity Reserve
CLM2264,9/2/23,16923,12107,Indemnity Reserve
CLM2265,6/19/23,18308,8618,Indemnity Reserve
CLM2266,3/19/24,5144,1619,Indemnity Reserve
CLM2267,4/24/23,37841,3617,Indemnity Reserve
CLM2268,6/3/24,20820,10595,Indemnity Reserve
CLM2269,9/1/23,5186,4607,Indemnity Reserve
CLM2270,7/22/23,16330,6418,Indemnity Reserve
CLM2271,2/4/23,16201,3861,Indemnity Reserve
CLM2272,2/19/23,44109,6487,Indemnity Reserve
CLM2273,1/24/24,47096,46515,Indemnity Reserve
CLM2274,4/27/24,16218,1424,Indemnity Reserve
CLM2275,2/20/24,37480,12441,Indemnity Reserve
CLM2276,11/4/23,41427,14581,Indemnity Reserve
CLM2277,5/18/24,42137,20524,Indemnity Reserve
CLM2278,11/10/23,29625,22972,Indemnity Reserve
