Insured/Policyholder ID,Demographics,Location,Customer Segment,Years as Customer,Number of Policies Held,Previous Claims History
INS55798,"60, Male, Single","Athens, GA, 30601",Small Business,12,2,"2 prior claims, $15000 total paid"
INS55799,"50, Female, Married","Savannah, GA, 31401",Standard,20,3,"2 prior claims, $15000 total paid"
INS55800,"45, Male, Married","Columbus, GA, 31901",Small Business,11,3,"1 prior claim, $2000 total paid"
INS55801,"60, Male, Single","Macon, GA, 31201",Small Business,16,3,"2 prior claims, $15000 total paid"
INS55802,"28, Female, Single","Albany, GA, 31701",Commercial,19,1,"3 prior claims, $20000 total paid"
INS55803,"50, Female, Married","Roswell, GA, 30075",Small Business,6,3,"1 prior claim, $2000 total paid"
INS55804,"50, Female, Married","Columbus, GA, 31901",Standard,3,2,"1 prior claim, $2000 total paid"
INS55805,"55, Female, Single","Savannah, GA, 31401",Commercial,14,2,"3 prior claims, $20000 total paid"
INS55806,"35, Male, Single","Columbus, GA, 31901",Commercial,7,3,"2 prior claims, $15000 total paid"
INS55807,"55, Female, Single","Atlanta, GA, 30303",Standard,4,3,"2 prior claims, $15000 total paid"
INS55808,"50, Female, Married","Columbus, GA, 31901",Commercial,20,1,"1 prior claim, $2000 total paid"
INS55809,"55, Female, Single","Albany, GA, 31701",Small Business,6,4,"1 prior claim, $2000 total paid"
INS55810,"45, Male, Married","Roswell, GA, 30075",Small Business,6,1,"1 prior claim, $2000 total paid"
INS55811,"30, Female, Married","Albany, GA, 31701",High Value,1,3,0 prior claims
INS55812,"60, Male, Single","Augusta, GA, 30901",High Value,1,3,0 prior claims
INS55813,"45, Male, Married","Macon, GA, 31201",Standard,15,3,"2 prior claims, $15000 total paid"
INS55814,"30, Female, Married","Augusta, GA, 30901",Commercial,15,4,"3 prior claims, $20000 total paid"
INS55815,"35, Male, Single","Athens, GA, 30601",Commercial,19,4,"2 prior claims, $15000 total paid"
INS55816,"60, Male, Single","Albany, GA, 31701",Standard,12,1,"3 prior claims, $20000 total paid"
INS55817,"35, Male, Single","Roswell, GA, 30075",Commercial,11,1,"2 prior claims, $15000 total paid"
INS55818,"55, Female, Single","Augusta, GA, 30901",Small Business,7,4,"1 prior claim, $2000 total paid"
INS55819,"35, Male, Single","Augusta, GA, 30901",Small Business,18,4,"1 prior claim, $5000 total paid"
INS55820,"30, Female, Married","Savannah, GA, 31401",Standard,13,3,"2 prior claims, $15000 total paid"
INS55821,"40, Male, Married","Columbus, GA, 31901",Small Business,2,2,"3 prior claims, $20000 total paid"
INS55822,"45, Male, Married","Atlanta, GA, 30303",Commercial,16,4,"2 prior claims, $15000 total paid"
INS55823,"35, Male, Single","Savannah, GA, 31401",Small Business,4,1,0 prior claims
INS55824,"45, Male, Married","Albany, GA, 31701",Standard,19,2,0 prior claims
INS55825,"30, Female, Married","Albany, GA, 31701",Standard,2,4,"3 prior claims, $20000 total paid"
INS55826,"35, Male, Single","Athens, GA, 30601",Commercial,8,3,0 prior claims
INS55827,"60, Male, Single","Macon, GA, 31201",Commercial,2,4,"1 prior claim, $5000 total paid"
INS55828,"40, Male, Married","Columbus, GA, 31901",Small Business,4,2,"1 prior claim, $5000 total paid"
INS55829,"60, Male, Single","Macon, GA, 31201",Small Business,2,4,"1 prior claim, $5000 total paid"
INS55830,"55, Female, Single","Savannah, GA, 31401",Small Business,1,2,"1 prior claim, $5000 total paid"
INS55831,"40, Male, Married","Albany, GA, 31701",Small Business,1,1,"2 prior claims, $15000 total paid"
INS55832,"40, Male, Married","Roswell, GA, 30075",High Value,6,1,"2 prior claims, $15000 total paid"
INS55833,"60, Male, Single","Albany, GA, 31701",High Value,2,2,"1 prior claim, $5000 total paid"
INS55834,"50, Female, Married","Augusta, GA, 30901",Small Business,7,4,"1 prior claim, $5000 total paid"
INS55835,"50, Female, Married","Roswell, GA, 30075",Standard,20,4,"3 prior claims, $20000 total paid"
INS55836,"30, Female, Married","Columbus, GA, 31901",High Value,14,4,"1 prior claim, $5000 total paid"
INS55837,"28, Female, Single","Albany, GA, 31701",Commercial,18,2,"1 prior claim, $5000 total paid"
INS55838,"40, Male, Married","Atlanta, GA, 30303",High Value,11,2,"1 prior claim, $5000 total paid"
INS55839,"35, Male, Single","Savannah, GA, 31401",Commercial,14,1,"3 prior claims, $20000 total paid"
INS55840,"50, Female, Married","Savannah, GA, 31401",High Value,8,3,"1 prior claim, $2000 total paid"
INS55841,"55, Female, Single","Roswell, GA, 30075",Standard,10,3,"3 prior claims, $20000 total paid"
INS55842,"28, Female, Single","Columbus, GA, 31901",Small Business,20,3,"2 prior claims, $15000 total paid"
INS55843,"30, Female, Married","Macon, GA, 31201",Commercial,5,1,"3 prior claims, $20000 total paid"
INS55844,"55, Female, Single","Roswell, GA, 30075",Commercial,14,2,0 prior claims
INS55845,"35, Male, Single","Macon, GA, 31201",Small Business,3,1,"1 prior claim, $5000 total paid"
INS55846,"35, Male, Single","Atlanta, GA, 30303",Standard,17,2,"2 prior claims, $15000 total paid"
INS55847,"28, Female, Single","Athens, GA, 30601",Small Business,13,4,"2 prior claims, $15000 total paid"
INS55848,"45, Male, Married","Augusta, GA, 30901",High Value,13,4,"1 prior claim, $5000 total paid"
INS55849,"30, Female, Married","Columbus, GA, 31901",Standard,4,4,0 prior claims
INS55850,"40, Male, Married","Augusta, GA, 30901",High Value,8,2,"2 prior claims, $15000 total paid"
INS55851,"45, Male, Married","Macon, GA, 31201",High Value,5,4,"1 prior claim, $5000 total paid"
INS55852,"30, Female, Married","Savannah, GA, 31401",Standard,1,2,"1 prior claim, $2000 total paid"
INS55853,"30, Female, Married","Savannah, GA, 31401",Standard,19,3,"2 prior claims, $15000 total paid"
INS55854,"40, Male, Married","Athens, GA, 30601",High Value,18,2,0 prior claims
INS55855,"35, Male, Single","Athens, GA, 30601",Commercial,5,4,"1 prior claim, $2000 total paid"
INS55856,"35, Male, Single","Albany, GA, 31701",Small Business,2,4,"1 prior claim, $2000 total paid"
INS55857,"55, Female, Single","Columbus, GA, 31901",Small Business,13,2,"1 prior claim, $2000 total paid"
INS55858,"50, Female, Married","Roswell, GA, 30075",High Value,12,1,"3 prior claims, $20000 total paid"
INS55859,"60, Male, Single","Athens, GA, 30601",Commercial,2,3,"1 prior claim, $5000 total paid"
INS55860,"60, Male, Single","Columbus, GA, 31901",Commercial,19,3,"1 prior claim, $5000 total paid"
INS55861,"45, Male, Married","Savannah, GA, 31401",Commercial,5,3,"2 prior claims, $15000 total paid"
INS55862,"45, Male, Married","Roswell, GA, 30075",Small Business,16,2,"1 prior claim, $2000 total paid"
INS55863,"30, Female, Married","Macon, GA, 31201",Small Business,16,1,0 prior claims
INS55864,"28, Female, Single","Athens, GA, 30601",High Value,3,2,"3 prior claims, $20000 total paid"
INS55865,"40, Male, Married","Roswell, GA, 30075",Standard,4,3,0 prior claims
INS55866,"30, Female, Married","Columbus, GA, 31901",Small Business,13,4,"1 prior claim, $2000 total paid"
INS55867,"28, Female, Single","Atlanta, GA, 30303",High Value,16,4,"1 prior claim, $2000 total paid"
INS55868,"45, Male, Married","Albany, GA, 31701",Commercial,16,1,"3 prior claims, $20000 total paid"
INS55869,"30, Female, Married","Roswell, GA, 30075",High Value,7,4,"1 prior claim, $2000 total paid"
INS55870,"55, Female, Single","Atlanta, GA, 30303",Standard,2,4,"3 prior claims, $20000 total paid"
INS55871,"35, Male, Single","Columbus, GA, 31901",High Value,18,3,"1 prior claim, $5000 total paid"
INS55872,"45, Male, Married","Athens, GA, 30601",Small Business,15,1,0 prior claims
INS55873,"50, Female, Married","Savannah, GA, 31401",High Value,2,2,"1 prior claim, $5000 total paid"
INS55874,"45, Male, Married","Savannah, GA, 31401",High Value,12,4,"3 prior claims, $20000 total paid"
INS55875,"45, Male, Married","Savannah, GA, 31401",Standard,18,3,0 prior claims
INS55876,"50, Female, Married","Athens, GA, 30601",Small Business,10,2,"1 prior claim, $5000 total paid"
INS55877,"35, Male, Single","Athens, GA, 30601",Standard,10,1,"1 prior claim, $5000 total paid"
INS55878,"50, Female, Married","Savannah, GA, 31401",High Value,6,3,"1 prior claim, $5000 total paid"
INS55879,"35, Male, Single","Augusta, GA, 30901",Small Business,17,2,"3 prior claims, $20000 total paid"
INS55880,"50, Female, Married","Augusta, GA, 30901",High Value,5,1,"1 prior claim, $5000 total paid"
INS55881,"40, Male, Married","Albany, GA, 31701",Small Business,17,3,"1 prior claim, $5000 total paid"
INS55882,"50, Female, Married","Savannah, GA, 31401",Small Business,19,1,"1 prior claim, $5000 total paid"
INS55883,"60, Male, Single","Augusta, GA, 30901",Small Business,19,3,0 prior claims
INS55884,"30, Female, Married","Savannah, GA, 31401",Small Business,12,2,"2 prior claims, $15000 total paid"
INS55885,"60, Male, Single","Albany, GA, 31701",Standard,1,2,"1 prior claim, $5000 total paid"
INS55886,"30, Female, Married","Athens, GA, 30601",High Value,7,1,"1 prior claim, $2000 total paid"
INS55887,"35, Male, Single","Roswell, GA, 30075",Standard,19,4,"3 prior claims, $20000 total paid"
INS55888,"50, Female, Married","Atlanta, GA, 30303",Small Business,8,1,"3 prior claims, $20000 total paid"
INS55889,"35, Male, Single","Savannah, GA, 31401",High Value,17,1,"1 prior claim, $5000 total paid"
INS55890,"30, Female, Married","Macon, GA, 31201",Commercial,16,2,"1 prior claim, $2000 total paid"
INS55891,"30, Female, Married","Athens, GA, 30601",Commercial,3,3,"2 prior claims, $15000 total paid"
INS55892,"50, Female, Married","Athens, GA, 30601",Small Business,19,3,"3 prior claims, $20000 total paid"
INS55893,"55, Female, Single","Macon, GA, 31201",High Value,5,4,0 prior claims
INS55894,"35, Male, Single","Athens, GA, 30601",Commercial,6,2,0 prior claims
INS55895,"30, Female, Married","Columbus, GA, 31901",Standard,8,2,0 prior claims
INS55896,"30, Female, Married","Augusta, GA, 30901",High Value,2,3,"3 prior claims, $20000 total paid"
INS55897,"40, Male, Married","Macon, GA, 31201",Standard,10,4,0 prior claims
INS55898,"28, Female, Single","Augusta, GA, 30901",Standard,5,3,"1 prior claim, $2000 total paid"
INS55899,"55, Female, Single","Roswell, GA, 30075",Commercial,12,3,"2 prior claims, $15000 total paid"
INS55900,"30, Female, Married","Columbus, GA, 31901",High Value,12,2,"3 prior claims, $20000 total paid"
INS55901,"55, Female, Single","Macon, GA, 31201",Small Business,10,1,"1 prior claim, $5000 total paid"
INS55902,"40, Male, Married","Albany, GA, 31701",Commercial,13,4,"2 prior claims, $15000 total paid"
INS55903,"45, Male, Married","Albany, GA, 31701",High Value,6,4,0 prior claims
INS55904,"45, Male, Married","Macon, GA, 31201",Small Business,17,2,"1 prior claim, $2000 total paid"
INS55905,"30, Female, Married","Albany, GA, 31701",High Value,4,2,"1 prior claim, $2000 total paid"
INS55906,"45, Male, Married","Albany, GA, 31701",Commercial,6,2,"3 prior claims, $20000 total paid"
INS55907,"60, Male, Single","Augusta, GA, 30901",Commercial,11,2,"1 prior claim, $2000 total paid"
INS55908,"50, Female, Married","Savannah, GA, 31401",Standard,18,4,"1 prior claim, $2000 total paid"
INS55909,"40, Male, Married","Albany, GA, 31701",Commercial,15,1,"1 prior claim, $5000 total paid"
INS55910,"50, Female, Married","Savannah, GA, 31401",Small Business,3,2,0 prior claims
INS55911,"45, Male, Married","Columbus, GA, 31901",High Value,6,2,"1 prior claim, $5000 total paid"
INS55912,"50, Female, Married","Atlanta, GA, 30303",High Value,14,1,"3 prior claims, $20000 total paid"
INS55913,"55, Female, Single","Roswell, GA, 30075",Commercial,3,1,"1 prior claim, $5000 total paid"
INS55914,"30, Female, Married","Augusta, GA, 30901",Small Business,17,1,"1 prior claim, $5000 total paid"
INS55915,"40, Male, Married","Macon, GA, 31201",High Value,10,2,"3 prior claims, $20000 total paid"
INS55916,"40, Male, Married","Columbus, GA, 31901",High Value,3,2,"2 prior claims, $15000 total paid"
INS55917,"60, Male, Single","Albany, GA, 31701",Small Business,15,2,0 prior claims
INS55918,"45, Male, Married","Savannah, GA, 31401",Standard,5,2,"1 prior claim, $5000 total paid"
INS55919,"55, Female, Single","Macon, GA, 31201",High Value,3,1,"2 prior claims, $15000 total paid"
INS55920,"50, Female, Married","Savannah, GA, 31401",High Value,12,2,"2 prior claims, $15000 total paid"
INS55921,"50, Female, Married","Albany, GA, 31701",Commercial,6,4,0 prior claims
INS55922,"28, Female, Single","Columbus, GA, 31901",High Value,11,3,"1 prior claim, $5000 total paid"
INS55923,"30, Female, Married","Roswell, GA, 30075",Standard,8,3,"3 prior claims, $20000 total paid"
INS55924,"30, Female, Married","Macon, GA, 31201",Standard,14,1,"1 prior claim, $5000 total paid"
INS55925,"60, Male, Single","Columbus, GA, 31901",High Value,5,4,"3 prior claims, $20000 total paid"
INS55926,"35, Male, Single","Albany, GA, 31701",High Value,16,2,"3 prior claims, $20000 total paid"
INS55927,"28, Female, Single","Columbus, GA, 31901",Standard,9,2,"1 prior claim, $2000 total paid"
INS55928,"45, Male, Married","Athens, GA, 30601",Small Business,20,2,"2 prior claims, $15000 total paid"
INS55929,"55, Female, Single","Savannah, GA, 31401",High Value,2,4,0 prior claims
INS55930,"28, Female, Single","Athens, GA, 30601",Small Business,11,3,0 prior claims
INS55931,"35, Male, Single","Augusta, GA, 30901",Standard,20,3,"1 prior claim, $5000 total paid"
INS55932,"55, Female, Single","Columbus, GA, 31901",High Value,15,4,0 prior claims
INS55933,"55, Female, Single","Albany, GA, 31701",Small Business,20,4,"2 prior claims, $15000 total paid"
INS55934,"30, Female, Married","Augusta, GA, 30901",Standard,18,2,"2 prior claims, $15000 total paid"
INS55935,"60, Male, Single","Albany, GA, 31701",High Value,2,4,"1 prior claim, $5000 total paid"
INS55936,"60, Male, Single","Macon, GA, 31201",High Value,16,2,"1 prior claim, $2000 total paid"
INS55937,"45, Male, Married","Augusta, GA, 30901",Commercial,19,4,"2 prior claims, $15000 total paid"
INS55938,"60, Male, Single","Athens, GA, 30601",Small Business,8,4,0 prior claims
INS55939,"30, Female, Married","Savannah, GA, 31401",High Value,4,2,"2 prior claims, $15000 total paid"
INS55940,"55, Female, Single","Macon, GA, 31201",Standard,19,1,0 prior claims
INS55941,"35, Male, Single","Athens, GA, 30601",Standard,2,3,"3 prior claims, $20000 total paid"
INS55942,"55, Female, Single","Columbus, GA, 31901",Commercial,11,1,"2 prior claims, $15000 total paid"
INS55943,"60, Male, Single","Augusta, GA, 30901",Commercial,17,3,"1 prior claim, $2000 total paid"
INS55944,"30, Female, Married","Augusta, GA, 30901",Commercial,4,1,"2 prior claims, $15000 total paid"
INS55945,"35, Male, Single","Savannah, GA, 31401",Standard,8,1,0 prior claims
INS55946,"40, Male, Married","Atlanta, GA, 30303",High Value,13,3,"2 prior claims, $15000 total paid"
INS55947,"28, Female, Single","Atlanta, GA, 30303",Standard,10,3,"2 prior claims, $15000 total paid"
INS55948,"55, Female, Single","Macon, GA, 31201",Commercial,17,3,0 prior claims
INS55949,"55, Female, Single","Macon, GA, 31201",Standard,5,4,"3 prior claims, $20000 total paid"
INS55950,"55, Female, Single","Columbus, GA, 31901",Standard,11,4,0 prior claims
INS55951,"55, Female, Single","Columbus, GA, 31901",Standard,6,4,"2 prior claims, $15000 total paid"
INS55952,"55, Female, Single","Macon, GA, 31201",Small Business,8,1,"1 prior claim, $5000 total paid"
INS55953,"35, Male, Single","Augusta, GA, 30901",High Value,13,1,"1 prior claim, $2000 total paid"
INS55954,"45, Male, Married","Atlanta, GA, 30303",High Value,17,3,"1 prior claim, $2000 total paid"
INS55955,"60, Male, Single","Roswell, GA, 30075",Standard,17,4,"1 prior claim, $2000 total paid"
INS55956,"28, Female, Single","Athens, GA, 30601",Commercial,8,1,0 prior claims
INS55957,"35, Male, Single","Savannah, GA, 31401",Commercial,1,3,0 prior claims
INS55958,"50, Female, Married","Atlanta, GA, 30303",High Value,4,4,"1 prior claim, $2000 total paid"
INS55959,"28, Female, Single","Athens, GA, 30601",Small Business,9,4,0 prior claims
INS55960,"60, Male, Single","Macon, GA, 31201",Standard,16,3,0 prior claims
INS55961,"30, Female, Married","Augusta, GA, 30901",Standard,16,2,"1 prior claim, $2000 total paid"
INS55962,"40, Male, Married","Roswell, GA, 30075",Small Business,11,2,"1 prior claim, $2000 total paid"
INS55963,"28, Female, Single","Columbus, GA, 31901",Commercial,10,3,"2 prior claims, $15000 total paid"
INS55964,"60, Male, Single","Albany, GA, 31701",Commercial,20,2,"3 prior claims, $20000 total paid"
INS55965,"28, Female, Single","Atlanta, GA, 30303",Commercial,13,2,"1 prior claim, $5000 total paid"
INS55966,"28, Female, Single","Augusta, GA, 30901",High Value,8,2,0 prior claims
INS55967,"40, Male, Married","Athens, GA, 30601",Commercial,19,3,"3 prior claims, $20000 total paid"
INS55968,"45, Male, Married","Augusta, GA, 30901",Small Business,13,2,"2 prior claims, $15000 total paid"
INS55969,"30, Female, Married","Savannah, GA, 31401",Small Business,9,3,"1 prior claim, $5000 total paid"
INS55970,"50, Female, Married","Athens, GA, 30601",Small Business,12,2,0 prior claims
INS55971,"35, Male, Single","Albany, GA, 31701",Small Business,15,3,"3 prior claims, $20000 total paid"
