Policy Number,Policy Effective Date,Policy Expiration Date,Product Name/Type,Coverage Limits,Deductible Amount,Premium Amount,Agent/Broker ID,Underwriting Segment/Risk Class
POL80525,4/3/22,4/2/23,Auto Standard,100000,500,1200,AGT101,Standard
POL80526,6/16/22,6/15/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL80527,7/4/23,7/2/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL80528,7/16/22,7/15/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL80529,3/25/22,3/24/23,Auto Standard,100000,500,1200,AGT101,Standard
POL80530,10/23/23,10/21/24,Health Basic,5000,250,500,AGT102,Standard
POL80531,2/24/23,2/23/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL80532,8/5/22,8/4/23,Health Basic,5000,250,500,AGT103,Standard
POL80533,2/18/23,2/17/24,Health Basic,5000,250,500,AGT102,Standard
POL80534,3/26/23,3/24/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL80535,1/18/23,1/17/24,Health Basic,5000,250,500,AGT102,Standard
POL80536,5/8/23,5/6/24,Auto Standard,100000,500,1200,AGT102,Standard
POL80537,7/9/22,7/8/23,Auto Standard,100000,500,1200,AGT101,Standard
POL80538,8/15/23,8/13/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL80539,11/10/22,11/9/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL80540,1/4/22,1/3/23,Health Basic,5000,250,500,AGT102,Standard
POL80541,10/27/22,10/26/23,Health Basic,5000,250,500,AGT101,Standard
POL80542,9/26/22,9/25/23,Auto Standard,100000,500,1200,AGT101,Standard
POL80543,10/18/23,10/16/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL80544,3/18/23,3/16/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL80545,1/11/22,1/10/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL80546,8/10/22,8/9/23,Health Basic,5000,250,500,AGT101,Standard
POL80547,9/11/22,9/10/23,Health Basic,5000,250,500,AGT103,Standard
POL80548,9/23/23,9/21/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80549,12/8/22,12/7/23,Health Basic,5000,250,500,AGT101,Standard
POL80550,9/1/23,8/30/24,Auto Standard,100000,500,1200,AGT103,Standard
POL80551,9/1/22,8/31/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL80552,7/12/23,7/10/24,Auto Standard,100000,500,1200,AGT102,Standard
POL80553,11/12/22,11/11/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL80554,1/18/22,1/17/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL80555,9/4/23,9/2/24,Auto Standard,100000,500,1200,AGT103,Standard
POL80556,10/8/22,10/7/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL80557,7/19/23,7/17/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL80558,1/13/23,1/12/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80559,12/28/22,12/27/23,Health Basic,5000,250,500,AGT101,Standard
POL80560,2/16/23,2/15/24,Health Basic,5000,250,500,AGT103,Standard
POL80561,10/15/22,10/14/23,Auto Standard,100000,500,1200,AGT102,Standard
POL80562,5/23/23,5/21/24,Health Basic,5000,250,500,AGT102,Standard
POL80563,4/2/22,4/1/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL80564,8/9/22,8/8/23,Health Basic,5000,250,500,AGT102,Standard
POL80565,11/30/23,11/28/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL80566,7/12/22,7/11/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL80567,9/7/23,9/5/24,Auto Standard,100000,500,1200,AGT102,Standard
POL80568,5/6/23,5/4/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL80569,9/24/22,9/23/23,Health Basic,5000,250,500,AGT101,Standard
POL80570,5/19/23,5/17/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL80571,4/30/22,4/29/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL80572,11/25/23,11/23/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL80573,4/14/22,4/13/23,Health Basic,5000,250,500,AGT103,Standard
POL80574,1/5/22,1/4/23,Health Basic,5000,250,500,AGT103,Standard
POL80575,8/2/23,7/31/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL80576,9/28/23,9/26/24,Health Basic,5000,250,500,AGT103,Standard
POL80577,2/17/23,2/16/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80578,8/10/22,8/9/23,Auto Standard,100000,500,1200,AGT103,Standard
POL80579,12/31/23,12/29/24,Auto Standard,100000,500,1200,AGT103,Standard
POL80580,7/30/23,7/28/24,Health Basic,5000,250,500,AGT103,Standard
POL80581,9/16/23,9/14/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80582,11/5/22,11/4/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL80583,10/28/23,10/26/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL80584,10/28/22,10/27/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL80585,8/18/22,8/17/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL80586,6/27/22,6/26/23,Auto Standard,100000,500,1200,AGT103,Standard
POL80587,5/4/23,5/2/24,Health Basic,5000,250,500,AGT102,Standard
POL80588,8/26/23,8/24/24,Auto Standard,100000,500,1200,AGT101,Standard
POL80589,8/25/22,8/24/23,Auto Standard,100000,500,1200,AGT101,Standard
POL80590,2/20/23,2/19/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL80591,11/30/22,11/29/23,Auto Standard,100000,500,1200,AGT102,Standard
POL80592,12/17/23,12/15/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL80593,4/12/23,4/10/24,Health Basic,5000,250,500,AGT101,Standard
POL80594,11/9/22,11/8/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL80595,12/29/23,12/27/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL80596,9/19/22,9/18/23,Health Basic,5000,250,500,AGT103,Standard
POL80597,6/7/23,6/5/24,Health Basic,5000,250,500,AGT102,Standard
POL80598,5/2/22,5/1/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL80599,6/24/22,6/23/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL80600,6/7/23,6/5/24,Health Basic,5000,250,500,AGT103,Standard
POL80601,8/23/23,8/21/24,Auto Standard,100000,500,1200,AGT102,Standard
POL80602,12/25/23,12/23/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL80603,4/19/23,4/17/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL80604,3/13/22,3/12/23,Health Basic,5000,250,500,AGT102,Standard
POL80605,10/5/22,10/4/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL80606,2/18/23,2/17/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL80607,9/25/22,9/24/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL80608,8/3/22,8/2/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80609,4/13/23,4/11/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL80610,4/1/23,3/30/24,Auto Standard,100000,500,1200,AGT101,Standard
POL80611,8/29/23,8/27/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL80612,8/23/23,8/21/24,Auto Standard,100000,500,1200,AGT103,Standard
POL80613,9/25/22,9/24/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL80614,1/13/23,1/12/24,Health Basic,5000,250,500,AGT102,Standard
POL80615,3/12/22,3/11/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80616,1/9/23,1/8/24,Auto Standard,100000,500,1200,AGT102,Standard
POL80617,10/8/23,10/6/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL80618,9/7/23,9/5/24,Health Basic,5000,250,500,AGT103,Standard
POL80619,7/22/23,7/20/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL80620,12/6/22,12/5/23,Auto Standard,100000,500,1200,AGT103,Standard
POL80621,5/5/22,5/4/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL80622,12/29/22,12/28/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL80623,7/7/22,7/6/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL80624,10/12/22,10/11/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL80625,11/26/23,11/24/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL80626,4/23/23,4/21/24,Auto Standard,100000,500,1200,AGT103,Standard
POL80627,3/10/23,3/8/24,Health Basic,5000,250,500,AGT102,Standard
POL80628,6/30/22,6/29/23,Auto Standard,100000,500,1200,AGT103,Standard
POL80629,9/6/23,9/4/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80630,6/15/23,6/13/24,Health Basic,5000,250,500,AGT103,Standard
POL80631,10/21/23,10/19/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL80632,8/26/22,8/25/23,Health Basic,5000,250,500,AGT103,Standard
POL80633,2/14/22,2/13/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80634,11/21/22,11/20/23,Health Basic,5000,250,500,AGT102,Standard
POL80635,12/19/23,12/17/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL80636,8/12/23,8/10/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL80637,10/4/23,10/2/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL80638,12/12/23,12/10/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80639,11/9/22,11/8/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL80640,10/29/22,10/28/23,Auto Standard,100000,500,1200,AGT103,Standard
POL80641,9/12/22,9/11/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL80642,3/8/22,3/7/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL80643,4/19/22,4/18/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80644,4/9/22,4/8/23,Auto Standard,100000,500,1200,AGT103,Standard
POL80645,11/17/22,11/16/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL80646,10/22/23,10/20/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL80647,10/30/22,10/29/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL80648,8/24/22,8/23/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL80649,10/14/22,10/13/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80650,5/8/22,5/7/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL80651,12/28/23,12/26/24,Health Basic,5000,250,500,AGT103,Standard
POL80652,12/15/23,12/13/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL80653,10/3/22,10/2/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL80654,2/27/22,2/26/23,Health Basic,5000,250,500,AGT102,Standard
POL80655,6/1/22,5/31/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80656,11/29/22,11/28/23,Auto Standard,100000,500,1200,AGT101,Standard
POL80657,5/6/22,5/5/23,Auto Standard,100000,500,1200,AGT103,Standard
POL80658,9/17/22,9/16/23,Auto Standard,100000,500,1200,AGT101,Standard
POL80659,5/14/23,5/12/24,Auto Standard,100000,500,1200,AGT103,Standard
POL80660,10/1/22,9/30/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80661,1/4/22,1/3/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL80662,3/30/23,3/28/24,Health Basic,5000,250,500,AGT102,Standard
POL80663,11/2/22,11/1/23,Health Basic,5000,250,500,AGT102,Standard
POL80664,3/24/22,3/23/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL80665,8/7/23,8/5/24,Auto Standard,100000,500,1200,AGT103,Standard
POL80666,12/22/23,12/20/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL80667,12/18/22,12/17/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80668,1/28/23,1/27/24,Health Basic,5000,250,500,AGT101,Standard
POL80669,4/13/23,4/11/24,Health Basic,5000,250,500,AGT102,Standard
POL80670,10/18/22,10/17/23,Auto Standard,100000,500,1200,AGT103,Standard
POL80671,4/23/22,4/22/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL80672,12/17/23,12/15/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL80673,3/23/23,3/21/24,Auto Standard,100000,500,1200,AGT102,Standard
POL80674,2/2/23,2/1/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL80675,7/1/23,6/29/24,Auto Standard,100000,500,1200,AGT102,Standard
POL80676,6/27/22,6/26/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80677,11/8/23,11/6/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL80678,10/1/23,9/29/24,Auto Standard,100000,500,1200,AGT101,Standard
POL80679,2/18/23,2/17/24,Auto Standard,100000,500,1200,AGT103,Standard
POL80680,5/22/22,5/21/23,Health Basic,5000,250,500,AGT102,Standard
POL80681,10/16/22,10/15/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL80682,10/11/23,10/9/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL80683,6/10/23,6/8/24,Health Basic,5000,250,500,AGT103,Standard
POL80684,3/7/23,3/5/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL80685,3/17/23,3/15/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL80686,3/27/22,3/26/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL80687,8/26/23,8/24/24,Auto Standard,100000,500,1200,AGT101,Standard
POL80688,2/3/23,2/2/24,Health Basic,5000,250,500,AGT102,Standard
POL80689,8/2/22,8/1/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL80690,8/17/22,8/16/23,Auto Standard,100000,500,1200,AGT102,Standard
POL80691,9/23/22,9/22/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80692,6/24/23,6/22/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL80693,1/25/22,1/24/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL80694,4/21/23,4/19/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL80695,8/13/22,8/12/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL80696,3/23/22,3/22/23,Auto Standard,100000,500,1200,AGT102,Standard
POL80697,3/12/23,3/10/24,Auto Standard,100000,500,1200,AGT101,Standard
POL80698,4/29/23,4/27/24,Health Basic,5000,250,500,AGT103,Standard
POL80699,8/21/23,8/19/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL80700,9/5/23,9/3/24,Auto Standard,100000,500,1200,AGT102,Standard
POL80701,5/4/22,5/3/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL80702,1/24/22,1/23/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL80703,10/25/23,10/23/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL80704,5/22/23,5/20/24,Auto Standard,100000,500,1200,AGT101,Standard
POL80705,6/21/23,6/19/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL80706,3/23/22,3/22/23,Health Basic,5000,250,500,AGT101,Standard
POL80707,11/18/22,11/17/23,Auto Standard,100000,500,1200,AGT101,Standard
POL80708,9/4/23,9/2/24,Auto Standard,100000,500,1200,AGT101,Standard
POL80709,11/18/23,11/16/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL80710,7/17/22,7/16/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL80711,12/2/22,12/1/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL80712,6/4/22,6/3/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL80713,8/29/22,8/28/23,Health Basic,5000,250,500,AGT101,Standard
POL80714,1/25/23,1/24/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL80715,10/23/23,10/21/24,Auto Standard,100000,500,1200,AGT101,Standard
POL80716,12/30/22,12/29/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL80717,5/13/23,5/11/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL80718,8/18/22,8/17/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL80719,9/19/22,9/18/23,Health Basic,5000,250,500,AGT102,Standard
POL80720,8/8/22,8/7/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL80721,12/9/22,12/8/23,Health Basic,5000,250,500,AGT102,Standard
POL80722,5/9/23,5/7/24,Auto Standard,100000,500,1200,AGT101,Standard
POL80723,1/30/22,1/29/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL80724,7/30/22,7/29/23,Health Basic,5000,250,500,AGT101,Standard
POL80725,8/20/23,8/18/24,Health Basic,5000,250,500,AGT101,Standard
POL80726,9/3/23,9/1/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL80727,11/17/23,11/15/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80728,12/10/23,12/8/24,Health Basic,5000,250,500,AGT102,Standard
POL80729,9/17/22,9/16/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80730,3/4/23,3/2/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80731,1/20/23,1/19/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL80732,5/20/23,5/18/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL80733,2/14/22,2/13/23,Auto Standard,100000,500,1200,AGT101,Standard
POL80734,5/11/22,5/10/23,Auto Standard,100000,500,1200,AGT101,Standard
POL80735,11/12/22,11/11/23,Health Basic,5000,250,500,AGT102,Standard
POL80736,6/7/23,6/5/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL80737,7/11/23,7/9/24,Auto Standard,100000,500,1200,AGT101,Standard
POL80738,4/11/23,4/9/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80739,11/24/22,11/23/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL80740,4/28/23,4/26/24,Auto Standard,100000,500,1200,AGT103,Standard
POL80741,6/28/22,6/27/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL80742,10/30/22,10/29/23,Health Basic,5000,250,500,AGT102,Standard
POL80743,9/26/23,9/24/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL80744,1/30/23,1/29/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL80745,4/26/23,4/24/24,Health Basic,5000,250,500,AGT102,Standard
POL80746,7/2/23,6/30/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL80747,3/9/23,3/7/24,Auto Standard,100000,500,1200,AGT101,Standard
POL80748,2/22/22,2/21/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80749,10/11/23,10/9/24,Health Basic,5000,250,500,AGT103,Standard
POL80750,2/21/22,2/20/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL80751,10/26/23,10/24/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL80752,3/15/23,3/13/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL80753,12/29/22,12/28/23,Auto Standard,100000,500,1200,AGT101,Standard
POL80754,12/31/23,12/29/24,Auto Standard,100000,500,1200,AGT102,Standard
POL80755,10/26/23,10/24/24,Auto Standard,100000,500,1200,AGT103,Standard
POL80756,10/3/23,10/1/24,Health Basic,5000,250,500,AGT102,Standard
POL80757,7/24/23,7/22/24,Auto Standard,100000,500,1200,AGT102,Standard
POL80758,9/15/22,9/14/23,Health Basic,5000,250,500,AGT102,Standard
POL80759,12/14/22,12/13/23,Health Basic,5000,250,500,AGT103,Standard
POL80760,5/30/22,5/29/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL80761,10/15/23,10/13/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL80762,11/28/22,11/27/23,Auto Standard,100000,500,1200,AGT102,Standard
POL80763,6/23/23,6/21/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL80764,2/23/22,2/22/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL80765,6/10/22,6/9/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL80766,4/3/22,4/2/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL80767,6/1/22,5/31/23,Health Basic,5000,250,500,AGT101,Standard
POL80768,1/12/22,1/11/23,Auto Standard,100000,500,1200,AGT101,Standard
POL80769,8/13/22,8/12/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL80770,1/4/22,1/3/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL80771,9/5/22,9/4/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL80772,9/8/23,9/6/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL80773,3/12/22,3/11/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL80774,6/5/23,6/3/24,Auto Standard,100000,500,1200,AGT101,Standard
POL80775,2/14/22,2/13/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL80776,7/3/23,7/1/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL80777,7/3/22,7/2/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL80778,2/24/22,2/23/23,Auto Standard,100000,500,1200,AGT103,Standard
POL80779,11/21/22,11/20/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL80780,4/18/22,4/17/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL80781,4/18/23,4/16/24,Health Basic,5000,250,500,AGT101,Standard
POL80782,11/16/22,11/15/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL80783,10/15/22,10/14/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL80784,6/17/23,6/15/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
