Claim ID,Transaction Date,Transaction Type,Amount Paid,Payment Category,Payee Type,Currency
CLM150,3/28/24,Payment,32100,Repair,Vendor,USD
CLM129,2/14/24,Expense,4139,Replacement,Legal Counsel,USD
CLM040,3/16/24,Payment,25519,Repair,Policyholder,USD
CLM146,1/16/24,Expense,3652,Replacement,Legal Counsel,USD
CLM150,4/11/24,Payment,7673,Medical,Policyholder,USD
CLM104,2/5/24,Expense,4862,Replacement,Investigator,USD
CLM100,3/1/24,Payment,21279,Legal,Vendor,USD
CLM119,5/19/24,Expense,1762,Investigation,Investigator,USD
CLM053,3/19/24,Expense,2645,Replacement,Legal Counsel,USD
CLM078,4/13/24,Expense,1108,Replacement,Legal Counsel,USD
CLM060,6/22/24,Payment,31276,Repair,Policyholder,USD
CLM103,2/20/24,Payment,535,Legal,Medical Provider,USD
CLM001,3/4/24,Payment,19306,Medical,Vendor,USD
CLM016,3/26/24,Expense,304,Investigation,Investigator,USD
CLM098,6/8/24,Expense,4793,Replacement,Investigator,USD
CLM196,4/27/24,Expense,4063,Investigation,Investigator,USD
CLM067,5/28/24,Expense,2334,Replacement,Investigator,USD
CLM082,4/9/24,Expense,3772,Investigation,Legal Counsel,USD
CLM002,2/23/24,Expense,335,Replacement,Legal Counsel,USD
CLM187,1/28/24,Payment,7610,Indemnity,Vendor,USD
CLM034,5/11/24,Expense,4923,Replacement,Legal Counsel,USD
CLM158,1/16/24,Expense,2806,Replacement,Investigator,USD
CLM063,2/7/24,Payment,17331,Medical,Policyholder,USD
CLM198,4/27/24,Expense,151,Investigation,Legal Counsel,USD
CLM114,5/28/24,Payment,32941,Indemnity,Vendor,USD
CLM032,4/15/24,Payment,15437,Indemnity,Vendor,USD
CLM107,6/1/24,Expense,978,Investigation,Investigator,USD
CLM166,2/8/24,Expense,4768,Investigation,Legal Counsel,USD
CLM138,4/12/24,Expense,2317,Replacement,Legal Counsel,USD
CLM143,6/17/24,Expense,2081,Investigation,Investigator,USD
CLM163,3/25/24,Payment,21480,Indemnity,Vendor,USD
CLM090,5/4/24,Payment,38003,Medical,Policyholder,USD
CLM171,6/27/24,Payment,34068,Indemnity,Vendor,USD
CLM038,2/7/24,Expense,605,Replacement,Investigator,USD
CLM030,3/12/24,Expense,3906,Investigation,Legal Counsel,USD
CLM047,2/29/24,Payment,21767,Medical,Policyholder,USD
CLM067,5/8/24,Payment,8741,Repair,Policyholder,USD
CLM054,4/9/24,Payment,11791,Indemnity,Medical Provider,USD
CLM093,6/28/24,Expense,4153,Replacement,Legal Counsel,USD
CLM191,2/10/24,Expense,2835,Replacement,Legal Counsel,USD
CLM166,2/8/24,Expense,955,Replacement,Investigator,USD
CLM113,5/16/24,Expense,754,Investigation,Legal Counsel,USD
CLM151,4/19/24,Payment,618,Indemnity,Vendor,USD
CLM036,6/5/24,Payment,23906,Legal,Vendor,USD
CLM044,5/27/24,Expense,1361,Investigation,Legal Counsel,USD
CLM028,5/24/24,Expense,2657,Replacement,Investigator,USD
CLM035,2/17/24,Expense,3253,Investigation,Legal Counsel,USD
CLM063,3/16/24,Payment,35713,Medical,Policyholder,USD
CLM141,2/4/24,Expense,1462,Replacement,Investigator,USD
CLM082,3/20/24,Payment,24502,Repair,Medical Provider,USD
CLM074,1/16/24,Payment,5387,Medical,Medical Provider,USD
CLM016,4/17/24,Payment,19505,Indemnity,Vendor,USD
CLM126,2/20/24,Expense,422,Investigation,Legal Counsel,USD
CLM011,3/5/24,Expense,3199,Replacement,Investigator,USD
CLM148,3/29/24,Expense,913,Replacement,Investigator,USD
CLM183,1/13/24,Payment,6644,Indemnity,Vendor,USD
CLM072,4/23/24,Expense,2324,Investigation,Legal Counsel,USD
CLM145,4/2/24,Payment,33970,Legal,Medical Provider,USD
CLM036,2/19/24,Payment,30120,Medical,Vendor,USD
CLM029,2/27/24,Expense,1354,Investigation,Investigator,USD
CLM009,4/6/24,Expense,1549,Replacement,Investigator,USD
CLM191,6/12/24,Payment,24718,Legal,Medical Provider,USD
CLM187,4/11/24,Payment,25988,Indemnity,Medical Provider,USD
CLM064,2/28/24,Expense,1102,Replacement,Legal Counsel,USD
CLM132,5/31/24,Payment,15757,Indemnity,Policyholder,USD
CLM063,6/25/24,Payment,13455,Repair,Medical Provider,USD
CLM048,1/31/24,Payment,7494,Indemnity,Vendor,USD
CLM011,4/10/24,Expense,3120,Replacement,Legal Counsel,USD
CLM106,6/3/24,Payment,29126,Indemnity,Medical Provider,USD
CLM095,6/25/24,Payment,37311,Medical,Medical Provider,USD
CLM006,1/12/24,Expense,1189,Investigation,Legal Counsel,USD
CLM021,3/6/24,Expense,3289,Replacement,Investigator,USD
CLM011,2/2/24,Expense,1408,Replacement,Investigator,USD
CLM115,5/9/24,Payment,1840,Medical,Policyholder,USD
CLM048,2/8/24,Payment,25357,Repair,Medical Provider,USD
CLM167,6/21/24,Payment,46233,Medical,Medical Provider,USD
CLM063,3/21/24,Payment,10616,Repair,Medical Provider,USD
CLM075,2/22/24,Payment,40172,Medical,Policyholder,USD
CLM096,2/3/24,Expense,2315,Replacement,Legal Counsel,USD
CLM054,4/27/24,Payment,36934,Repair,Policyholder,USD
CLM004,6/23/24,Payment,35592,Indemnity,Medical Provider,USD
CLM074,1/31/24,Expense,4111,Replacement,Investigator,USD
CLM164,2/9/24,Expense,1344,Investigation,Investigator,USD
CLM153,2/17/24,Payment,29525,Legal,Policyholder,USD
CLM059,1/12/24,Expense,912,Investigation,Legal Counsel,USD
CLM122,4/26/24,Expense,1508,Replacement,Investigator,USD
CLM169,5/19/24,Expense,197,Replacement,Investigator,USD
CLM113,5/30/24,Expense,236,Replacement,Legal Counsel,USD
CLM086,1/25/24,Expense,1739,Replacement,Investigator,USD
CLM102,6/8/24,Expense,3726,Replacement,Investigator,USD
CLM180,5/5/24,Expense,657,Replacement,Investigator,USD
CLM078,3/11/24,Expense,4625,Investigation,Legal Counsel,USD
CLM125,1/25/24,Expense,2830,Replacement,Legal Counsel,USD
CLM018,6/8/24,Payment,22400,Indemnity,Vendor,USD
CLM093,2/2/24,Expense,1109,Investigation,Investigator,USD
CLM062,4/18/24,Expense,3122,Investigation,Legal Counsel,USD
CLM026,4/19/24,Payment,23138,Repair,Medical Provider,USD
CLM123,3/14/24,Payment,43883,Indemnity,Vendor,USD
CLM139,2/7/24,Payment,3799,Medical,Vendor,USD
CLM011,4/11/24,Expense,1680,Investigation,Investigator,USD
CLM158,4/27/24,Payment,7487,Medical,Policyholder,USD
CLM050,1/17/24,Payment,13639,Legal,Policyholder,USD
CLM182,1/27/24,Expense,4925,Investigation,Legal Counsel,USD
CLM159,1/10/24,Expense,532,Investigation,Legal Counsel,USD
CLM025,3/7/24,Payment,40511,Legal,Medical Provider,USD
CLM056,4/11/24,Expense,1467,Investigation,Legal Counsel,USD
CLM052,2/7/24,Payment,33243,Legal,Vendor,USD
CLM129,1/8/24,Payment,39953,Repair,Medical Provider,USD
CLM059,1/12/24,Expense,326,Replacement,Investigator,USD
CLM139,2/10/24,Expense,2151,Replacement,Investigator,USD
CLM108,1/22/24,Payment,5096,Indemnity,Vendor,USD
CLM071,4/5/24,Payment,46852,Repair,Medical Provider,USD
CLM072,3/7/24,Payment,31033,Indemnity,Policyholder,USD
CLM144,2/4/24,Expense,3790,Replacement,Investigator,USD
CLM183,6/20/24,Expense,2084,Replacement,Legal Counsel,USD
CLM049,2/24/24,Expense,1441,Investigation,Investigator,USD
CLM057,1/5/24,Payment,46651,Medical,Policyholder,USD
CLM059,3/25/24,Expense,1902,Replacement,Investigator,USD
CLM127,5/15/24,Payment,20417,Indemnity,Medical Provider,USD
CLM166,5/15/24,Payment,19795,Medical,Vendor,USD
CLM010,1/4/24,Payment,15378,Repair,Vendor,USD
CLM093,4/24/24,Payment,24006,Repair,Medical Provider,USD
CLM161,1/31/24,Payment,50000,Repair,Vendor,USD
CLM083,5/30/24,Payment,9401,Medical,Policyholder,USD
CLM088,3/10/24,Payment,39499,Medical,Vendor,USD
CLM171,1/15/24,Payment,3679,Repair,Vendor,USD
CLM192,5/13/24,Payment,27685,Legal,Medical Provider,USD
CLM171,1/16/24,Expense,4415,Replacement,Investigator,USD
CLM125,1/15/24,Payment,17694,Indemnity,Policyholder,USD
CLM199,3/31/24,Expense,4615,Investigation,Investigator,USD
CLM159,6/19/24,Expense,581,Investigation,Investigator,USD
CLM051,6/10/24,Payment,6971,Legal,Policyholder,USD
CLM139,5/31/24,Expense,1575,Investigation,Investigator,USD
CLM048,4/16/24,Expense,604,Investigation,Investigator,USD
CLM043,4/28/24,Payment,47179,Indemnity,Policyholder,USD
CLM117,6/21/24,Payment,35025,Repair,Medical Provider,USD
CLM025,1/17/24,Expense,3515,Investigation,Investigator,USD
CLM054,4/23/24,Payment,30740,Indemnity,Policyholder,USD
CLM004,6/19/24,Expense,3770,Replacement,Legal Counsel,USD
CLM168,1/14/24,Expense,3935,Replacement,Investigator,USD
CLM084,5/15/24,Payment,17502,Repair,Vendor,USD
CLM016,2/11/24,Payment,38053,Repair,Policyholder,USD
CLM155,1/9/24,Payment,3770,Medical,Vendor,USD
CLM096,4/11/24,Payment,21225,Indemnity,Medical Provider,USD
CLM165,3/13/24,Payment,45522,Indemnity,Policyholder,USD
CLM179,2/27/24,Expense,1996,Replacement,Legal Counsel,USD
CLM154,5/26/24,Expense,4799,Investigation,Legal Counsel,USD
CLM039,6/5/24,Expense,4567,Investigation,Legal Counsel,USD
CLM023,1/3/24,Expense,462,Investigation,Investigator,USD
CLM138,6/15/24,Expense,3667,Investigation,Legal Counsel,USD
CLM084,4/24/24,Payment,14778,Legal,Vendor,USD
CLM125,5/10/24,Payment,41509,Repair,Medical Provider,USD
CLM080,3/27/24,Expense,2702,Replacement,Investigator,USD
CLM157,4/26/24,Expense,4958,Replacement,Legal Counsel,USD
CLM066,5/25/24,Payment,41788,Medical,Vendor,USD
CLM020,3/2/24,Payment,21695,Repair,Policyholder,USD
CLM188,6/22/24,Expense,1249,Replacement,Legal Counsel,USD
CLM143,5/1/24,Expense,3772,Investigation,Legal Counsel,USD
CLM056,1/12/24,Expense,2805,Replacement,Investigator,USD
CLM122,6/9/24,Expense,1084,Investigation,Legal Counsel,USD
CLM187,4/28/24,Expense,2655,Investigation,Legal Counsel,USD
CLM066,3/3/24,Expense,4421,Replacement,Legal Counsel,USD
CLM078,4/20/24,Payment,14833,Legal,Vendor,USD
CLM185,6/11/24,Payment,7582,Indemnity,Vendor,USD
CLM093,1/22/24,Payment,981,Legal,Medical Provider,USD
CLM166,3/2/24,Expense,4536,Investigation,Investigator,USD
CLM156,6/17/24,Expense,1503,Investigation,Investigator,USD
CLM056,6/20/24,Expense,3443,Investigation,Investigator,USD
CLM098,3/30/24,Expense,2743,Investigation,Legal Counsel,USD
CLM013,3/27/24,Expense,2607,Investigation,Investigator,USD
CLM029,4/6/24,Payment,21368,Legal,Vendor,USD
CLM088,6/7/24,Expense,4244,Investigation,Legal Counsel,USD
CLM049,6/18/24,Payment,11524,Medical,Medical Provider,USD
CLM179,4/7/24,Expense,3788,Replacement,Investigator,USD
CLM110,2/17/24,Expense,3280,Replacement,Investigator,USD
CLM129,6/1/24,Expense,3136,Investigation,Investigator,USD
CLM182,5/20/24,Payment,36628,Medical,Vendor,USD
CLM071,6/8/24,Payment,653,Medical,Policyholder,USD
CLM037,6/12/24,Payment,23039,Indemnity,Medical Provider,USD
CLM059,5/12/24,Expense,1418,Investigation,Investigator,USD
CLM057,6/26/24,Expense,1447,Investigation,Investigator,USD
CLM091,6/16/24,Payment,7280,Repair,Policyholder,USD
CLM069,6/24/24,Payment,4204,Medical,Vendor,USD
CLM170,5/2/24,Expense,2906,Investigation,Legal Counsel,USD
CLM116,3/29/24,Payment,11816,Legal,Medical Provider,USD
CLM187,6/9/24,Expense,4079,Replacement,Legal Counsel,USD
CLM041,5/19/24,Payment,25489,Legal,Policyholder,USD
CLM035,2/26/24,Expense,2805,Investigation,Investigator,USD
CLM120,1/6/24,Expense,2034,Investigation,Legal Counsel,USD
CLM133,6/6/24,Expense,366,Investigation,Investigator,USD
CLM135,5/27/24,Expense,1726,Replacement,Investigator,USD
CLM022,3/5/24,Expense,3206,Investigation,Legal Counsel,USD
CLM067,5/7/24,Expense,3447,Replacement,Legal Counsel,USD
CLM008,3/12/24,Payment,6505,Indemnity,Medical Provider,USD
CLM027,3/6/24,Expense,4032,Investigation,Legal Counsel,USD
CLM068,6/8/24,Expense,3501,Replacement,Investigator,USD
CLM113,1/28/24,Payment,49642,Medical,Policyholder,USD
CLM104,3/30/24,Payment,28990,Medical,Medical Provider,USD
CLM137,5/28/24,Expense,229,Investigation,Investigator,USD
CLM020,4/24/24,Expense,1002,Investigation,Investigator,USD
CLM093,3/27/24,Payment,11793,Indemnity,Vendor,USD
CLM168,6/10/24,Payment,28519,Repair,Medical Provider,USD
CLM132,1/4/24,Expense,4812,Replacement,Investigator,USD
CLM065,1/11/24,Payment,43871,Medical,Vendor,USD
CLM164,4/14/24,Payment,10413,Indemnity,Vendor,USD
CLM156,2/4/24,Expense,1925,Investigation,Legal Counsel,USD
CLM010,1/20/24,Payment,46034,Repair,Policyholder,USD
CLM158,6/2/24,Payment,31190,Repair,Vendor,USD
CLM134,1/7/24,Payment,10680,Medical,Policyholder,USD
CLM071,4/16/24,Expense,3921,Investigation,Legal Counsel,USD
CLM142,4/29/24,Expense,746,Investigation,Investigator,USD
CLM062,6/11/24,Expense,506,Replacement,Investigator,USD
CLM134,1/2/24,Expense,3715,Replacement,Investigator,USD
CLM031,1/11/24,Expense,1898,Investigation,Investigator,USD
CLM066,6/4/24,Payment,28045,Repair,Policyholder,USD
CLM096,5/16/24,Expense,716,Replacement,Legal Counsel,USD
CLM124,4/30/24,Expense,3277,Replacement,Investigator,USD
CLM058,5/25/24,Payment,46329,Repair,Medical Provider,USD
CLM172,6/21/24,Expense,1455,Investigation,Investigator,USD
CLM073,4/27/24,Expense,1310,Replacement,Legal Counsel,USD
CLM094,4/23/24,Payment,47583,Repair,Vendor,USD
CLM028,1/29/24,Expense,2647,Investigation,Legal Counsel,USD
CLM165,2/18/24,Expense,2269,Replacement,Investigator,USD
CLM008,1/18/24,Payment,43590,Repair,Policyholder,USD
CLM189,2/26/24,Payment,30222,Legal,Vendor,USD
CLM001,2/1/24,Payment,16574,Repair,Vendor,USD
CLM113,5/23/24,Expense,3395,Replacement,Investigator,USD
CLM123,3/14/24,Payment,15821,Indemnity,Vendor,USD
CLM009,2/27/24,Payment,1285,Medical,Policyholder,USD
CLM130,1/6/24,Payment,33257,Legal,Medical Provider,USD
CLM068,4/28/24,Payment,15876,Repair,Policyholder,USD
CLM020,3/25/24,Expense,92,Investigation,Investigator,USD
CLM055,2/12/24,Expense,3950,Investigation,Legal Counsel,USD
CLM195,1/26/24,Expense,3408,Replacement,Legal Counsel,USD
CLM119,2/25/24,Payment,9842,Legal,Policyholder,USD
CLM185,3/25/24,Payment,11827,Legal,Vendor,USD
CLM098,6/3/24,Expense,3853,Replacement,Legal Counsel,USD
CLM182,4/24/24,Expense,3057,Replacement,Legal Counsel,USD
CLM010,1/15/24,Expense,2767,Investigation,Investigator,USD
CLM171,6/24/24,Payment,22838,Legal,Policyholder,USD
CLM174,3/6/24,Payment,34068,Legal,Policyholder,USD
CLM149,6/26/24,Payment,108,Medical,Policyholder,USD
CLM075,1/21/24,Payment,26232,Repair,Policyholder,USD
CLM033,1/29/24,Payment,30012,Medical,Vendor,USD
CLM166,2/12/24,Expense,1631,Replacement,Legal Counsel,USD
CLM014,6/21/24,Expense,4745,Replacement,Investigator,USD
CLM126,6/3/24,Payment,13040,Medical,Policyholder,USD
CLM075,4/23/24,Expense,1102,Replacement,Investigator,USD
CLM033,5/13/24,Expense,4627,Investigation,Investigator,USD
CLM013,1/21/24,Payment,13835,Medical,Medical Provider,USD
CLM166,2/13/24,Payment,7972,Indemnity,Vendor,USD
CLM058,3/17/24,Expense,2108,Replacement,Legal Counsel,USD
CLM166,3/22/24,Expense,4783,Investigation,Investigator,USD
CLM176,4/5/24,Payment,25288,Repair,Policyholder,USD
CLM193,1/14/24,Payment,26652,Indemnity,Vendor,USD
CLM095,6/12/24,Expense,1944,Replacement,Investigator,USD
CLM102,1/5/24,Payment,15930,Repair,Vendor,USD
CLM188,6/13/24,Payment,31932,Legal,Policyholder,USD
CLM186,1/23/24,Payment,3646,Legal,Medical Provider,USD
CLM071,3/6/24,Expense,4924,Replacement,Investigator,USD
CLM179,5/5/24,Payment,47098,Indemnity,Vendor,USD
CLM169,1/22/24,Expense,3506,Investigation,Legal Counsel,USD
CLM180,4/17/24,Payment,940,Legal,Medical Provider,USD
CLM057,5/21/24,Expense,2777,Investigation,Investigator,USD
CLM057,4/1/24,Payment,6292,Indemnity,Medical Provider,USD
CLM007,6/26/24,Payment,15018,Repair,Medical Provider,USD
CLM180,2/9/24,Payment,21937,Repair,Vendor,USD
CLM006,6/8/24,Expense,4402,Investigation,Investigator,USD
CLM111,5/5/24,Expense,4265,Replacement,Legal Counsel,USD
CLM116,1/11/24,Expense,2337,Replacement,Investigator,USD
CLM081,5/11/24,Expense,178,Investigation,Investigator,USD
CLM142,2/15/24,Payment,23824,Indemnity,Policyholder,USD
CLM017,3/13/24,Expense,1172,Investigation,Investigator,USD
CLM183,6/23/24,Payment,28149,Legal,Medical Provider,USD
CLM066,4/18/24,Payment,31047,Indemnity,Policyholder,USD
CLM145,5/18/24,Expense,109,Investigation,Investigator,USD
CLM022,2/19/24,Payment,17352,Repair,Medical Provider,USD
CLM185,4/18/24,Payment,34865,Legal,Vendor,USD
CLM193,3/24/24,Expense,2222,Replacement,Investigator,USD
CLM137,3/9/24,Expense,4963,Replacement,Legal Counsel,USD
CLM142,3/13/24,Payment,36222,Medical,Medical Provider,USD
CLM118,2/15/24,Payment,12230,Legal,Vendor,USD
CLM182,4/7/24,Expense,3474,Investigation,Investigator,USD
CLM025,6/7/24,Payment,7720,Medical,Medical Provider,USD
CLM132,6/16/24,Payment,45242,Indemnity,Policyholder,USD
CLM038,1/16/24,Payment,7974,Medical,Medical Provider,USD
CLM007,1/27/24,Expense,869,Investigation,Investigator,USD
CLM141,6/22/24,Expense,2496,Replacement,Investigator,USD
CLM080,1/10/24,Expense,3276,Replacement,Investigator,USD
CLM146,1/28/24,Expense,3824,Replacement,Legal Counsel,USD
CLM038,1/9/24,Payment,19968,Legal,Vendor,USD
CLM036,3/3/24,Payment,17720,Repair,Vendor,USD
CLM156,4/6/24,Expense,1988,Investigation,Legal Counsel,USD
CLM036,4/15/24,Payment,2595,Medical,Policyholder,USD
CLM178,6/3/24,Expense,2797,Replacement,Investigator,USD
CLM019,3/14/24,Expense,3987,Investigation,Legal Counsel,USD
CLM109,1/5/24,Expense,1507,Investigation,Investigator,USD
CLM179,3/3/24,Payment,9816,Indemnity,Policyholder,USD
CLM166,3/27/24,Expense,1802,Investigation,Investigator,USD
CLM149,3/4/24,Expense,304,Investigation,Investigator,USD
CLM019,5/13/24,Expense,1898,Replacement,Legal Counsel,USD
CLM018,1/15/24,Expense,1756,Investigation,Investigator,USD
CLM150,3/13/24,Expense,2536,Replacement,Legal Counsel,USD
CLM110,5/30/24,Expense,4790,Replacement,Investigator,USD
CLM040,3/23/24,Expense,3947,Replacement,Investigator,USD
CLM175,3/9/24,Payment,38756,Legal,Policyholder,USD
CLM092,6/7/24,Expense,369,Investigation,Legal Counsel,USD
CLM074,5/3/24,Payment,29229,Repair,Policyholder,USD
CLM011,1/12/24,Expense,4024,Replacement,Investigator,USD
CLM089,2/23/24,Payment,5058,Indemnity,Medical Provider,USD
CLM093,3/6/24,Payment,21988,Repair,Medical Provider,USD
CLM082,2/4/24,Payment,34241,Medical,Vendor,USD
CLM161,3/18/24,Payment,19613,Repair,Policyholder,USD
CLM067,1/21/24,Payment,30830,Repair,Vendor,USD
CLM178,5/9/24,Payment,803,Medical,Vendor,USD
CLM032,4/28/24,Expense,163,Investigation,Investigator,USD
CLM069,1/27/24,Expense,4226,Investigation,Legal Counsel,USD
CLM098,3/5/24,Expense,2004,Replacement,Legal Counsel,USD
CLM094,4/25/24,Expense,1334,Investigation,Legal Counsel,USD
CLM122,2/28/24,Expense,4830,Replacement,Legal Counsel,USD
CLM014,4/18/24,Expense,3734,Investigation,Legal Counsel,USD
CLM158,3/13/24,Expense,4222,Investigation,Investigator,USD
CLM182,6/23/24,Expense,3660,Replacement,Legal Counsel,USD
CLM109,3/26/24,Expense,2633,Replacement,Legal Counsel,USD
CLM038,1/31/24,Payment,30295,Repair,Policyholder,USD
CLM131,4/1/24,Payment,46745,Indemnity,Policyholder,USD
CLM186,5/19/24,Payment,219,Repair,Vendor,USD
CLM074,1/26/24,Payment,3753,Indemnity,Policyholder,USD
CLM184,4/30/24,Expense,2753,Replacement,Investigator,USD
CLM177,1/19/24,Payment,21350,Repair,Policyholder,USD
CLM152,4/9/24,Payment,1147,Indemnity,Medical Provider,USD
CLM031,6/29/24,Payment,955,Repair,Medical Provider,USD
CLM062,5/24/24,Expense,360,Replacement,Legal Counsel,USD
CLM191,3/2/24,Payment,47076,Indemnity,Policyholder,USD
CLM093,3/18/24,Payment,45345,Medical,Policyholder,USD
CLM131,5/23/24,Payment,27876,Medical,Vendor,USD
CLM105,6/21/24,Payment,15810,Repair,Medical Provider,USD
CLM112,2/24/24,Expense,1548,Replacement,Legal Counsel,USD
CLM034,5/19/24,Expense,4835,Replacement,Investigator,USD
CLM136,4/6/24,Expense,4468,Replacement,Legal Counsel,USD
CLM088,2/18/24,Expense,2375,Investigation,Investigator,USD
CLM178,6/18/24,Payment,3107,Legal,Vendor,USD
CLM134,4/7/24,Expense,3561,Investigation,Legal Counsel,USD
CLM056,4/27/24,Payment,12966,Legal,Policyholder,USD
CLM089,1/11/24,Payment,31608,Medical,Medical Provider,USD
CLM066,3/10/24,Expense,1030,Investigation,Legal Counsel,USD
CLM200,4/20/24,Payment,46370,Medical,Vendor,USD
CLM162,6/1/24,Payment,35048,Indemnity,Vendor,USD
CLM172,6/28/24,Payment,41033,Legal,Vendor,USD
CLM107,3/3/24,Expense,2995,Replacement,Investigator,USD
CLM132,1/29/24,Payment,12760,Legal,Medical Provider,USD
CLM162,1/2/24,Payment,2698,Repair,Medical Provider,USD
CLM162,1/26/24,Payment,12005,Medical,Vendor,USD
CLM139,6/23/24,Expense,4708,Replacement,Legal Counsel,USD
CLM131,6/22/24,Payment,22429,Repair,Vendor,USD
CLM008,5/5/24,Payment,37115,Indemnity,Vendor,USD
CLM068,2/24/24,Payment,218,Medical,Policyholder,USD
CLM113,3/15/24,Payment,23727,Indemnity,Policyholder,USD
CLM100,6/10/24,Payment,5261,Repair,Vendor,USD
CLM069,2/12/24,Payment,25759,Legal,Medical Provider,USD
CLM045,6/8/24,Payment,27766,Repair,Vendor,USD
CLM065,5/17/24,Expense,3924,Replacement,Investigator,USD
